,i,j,steps,acidgas_Fm,acidgas_Fv,acidgas_CO2,acidgas_H2O,acidgas_H2S,acidgas_T,acidgas_P,air,air_SP,second_air2,air2_SP,COG,COG_SP,burner_input_T_SP,burner_input_T_PV,burner_inputP,burner_output_T_SP,burner_output_T_PV,burner_output_P_SP,burner_output_P_PV,fur_F,fur_inputT,fur_inputP,fur_temp,fur_outputT,fur_outputP_SP,fur_outputP_PV,WHB_F,WHB_inputT,WHB_inputP,WHB_outputT,WHB_outputP,SEP1_F,SEP1_P_SP,SEP1_P_PV,SEP1_T,HEATER1_F,HEATER1_input_T,HEATER1_input_P,HEATER1_output_T_SP,HEATER1_output_T_PV,HEATER1_output_P,cat1_F,cat1_input_temp,cat1_output_temp,cat1_input_P,cat1_output_P_SP,cat1_output_P_PV,cat1_deltaP,SEP2_F,SEP2_P_SP,SEP2_P_PV,SEP2_T,HEATER2_F,HEATER2_input_T,HEATER2_input_P,HEATER2_output_T_SP,HEATER2_output_T_PV,HEATER2_output_P,cat2_F,cat2_input_temp,cat2_output_temp,cat2_input_P,cat2_output_P_SP,cat2_output_P_PV,cat2_deltaP,SEP3_F,SEP3_P_SP,SEP3_P_PV,SEP3_T,B35_H2S,B35_SO2,ratio,ratioSP,conv
1111,0.0,1111.0,1111.0,142.68282588627974,3559.3873484971505,41.695347109888395,45.01964844215721,55.96783033423412,91.85,1.2165124690665947,107.16426855379841,3531.8293063824517,828.3845947340163,827.9501015909567,63.92690315493865,68.08585858259144,599.9999587739113,522.0629235064777,1.290481396492137,1219.506405728874,913.103894834673,1.29,1.2907761017274821,290.6171709555197,201.0680659814893,1.159127701768807,972.3913503309107,975.0803290631055,1.15,1.1580797448629347,288.79418586732453,975.0816872925271,1.1092982881818392,298.32993259089824,1.1091314768140221,288.79418586732453,1.1,1.108647711272086,139.99631576708475,258.70190582332015,139.99632325336967,1.0984455615388273,246.96292690513295,246.84963221848633,1.097511023676867,258.70190582332015,246.8496322184863,278.4261852036293,1.0973118563930169,1.08,1.0860758651023725,11.235991290644343,256.8917660359768,1.06,1.064109800700084,31.548173275900186,162.88311596393507,31.54816938262299,1.0540664853583255,203.40697461013815,196.01026913156198,1.097511023676867,162.88311596393507,196.01026913156198,227.364119133756,1.0537916700322028,1.04,1.043812662314453,9.979007717749733,161.91026709819835,1.013,1.0133099500444835,96.19688195453283,0.000607207530941167,0.029752489731930048,0.020408629207575812,2.012651920994923,0.9122620517573948
1112,0.0,1112.0,1112.0,144.0135648213558,3592.584163182035,42.084220973760864,45.43952657852917,56.489817269065774,91.85,1.2165124690665947,113.84914990309949,3564.67276074885,829.2485904675384,827.9198005227285,64.20581857606429,68.08585858259144,599.9999587739113,521.5359579997432,1.2899441372811373,1219.506405728874,913.6005676381977,1.29,1.2902397915221688,298.68392901691976,198.42603936761464,1.1580480209021413,985.5458190344973,991.4158002354978,1.15,1.156929679981822,296.2297120929864,991.4169526452266,1.1104312100691736,334.5292403808971,1.110253657267544,296.2297120929864,1.1,1.1097483513490194,140.08409028119019,272.63062006604144,140.08410918582732,1.099673277339981,241.47608429354557,241.40137351794849,1.0986348897758276,272.63062006604144,241.40137351794849,273.1634478329751,1.0984159348503177,1.08,1.0860525964764922,12.363338373825528,270.7993563592504,1.06,1.064601651029689,31.568491095957004,170.56047486159252,31.56848494590198,1.0555317010700698,203.38683220579716,196.11577755109332,1.0986348897758276,170.56047486159252,196.11577755109332,227.4362422546773,1.0552302888836629,1.04,1.0442778865839557,10.952402299707176,169.57638851030111,1.013,1.0133396009039572,96.19620316163866,0.0005985165911353576,0.02974452692070132,0.020121906552119595,2.012651920994923,0.9090912714504906
1113,0.0,1113.0,1113.0,145.45226200669117,3628.4741207013967,42.504642830112296,45.893467976845336,57.054151199733546,91.85,1.2165124690665947,119.23882182848558,3600.2838102909554,829.3495018200294,827.8894994545001,64.38784227337324,68.08585858259144,599.9999587739113,521.4067666305217,1.289595054381685,1219.506405728874,914.3294081034732,1.29,1.2898911091476828,305.52391498730725,196.2296923205017,1.1568714275962773,994.6258762320559,1002.6541602596994,1.15,1.1556926704017496,302.5958052346921,1002.6550442209614,1.1106542344046182,361.65167828003774,1.1104674021189294,302.5958052346921,1.1,1.1099437083046977,140.20184274558676,283.19373511030676,140.20186956916018,1.1001515095187466,237.80379641594325,237.75317315671626,1.0990317294201348,283.19373511030676,237.75317315671626,269.1770758754202,1.09879733560232,1.08,1.0855606782694287,13.236657332891255,281.3669815078165,1.06,1.0647725143630407,31.597350575274834,176.97596214627907,31.59734312225234,1.0565057060669312,203.36668980145618,196.6351851464641,1.0990317294201348,176.97596214627907,196.6351851464641,227.99984735953478,1.0561808867407319,1.04,1.0443664583084928,11.81442843223901,175.97287037293805,1.013,1.0133654155582734,96.19782397134863,0.0005908657580310688,0.029738299021082982,0.019868848504488244,2.012651920994923,0.9067148034813723
1114,0.0,1114.0,1114.0,147.28397043071976,3674.168196005311,43.03991200542881,46.47141328165748,57.77264514363347,91.85,1.2165124690665947,122.25454824086235,3645.514242169019,829.2375425566686,827.8591983862718,64.52956913688845,68.08585858259144,599.9999587739113,521.3943454540054,1.2893237826979547,1219.506405728874,915.0634310645956,1.29,1.2896200600615284,310.3715612210144,194.69703608891675,1.1553607308013436,996.5600040230684,1006.6685031397953,1.15,1.154141808662598,306.92249432414724,1006.6686321901769,1.1099530987297914,375.7441681212527,1.1097601649211866,306.92249432414724,1.1,1.109224776190649,140.33999397665184,289.71953868541055,140.34002397370134,1.099805177344246,235.7518867350329,235.72566899042226,1.0986337364442436,289.71953868541055,235.72566899042226,266.72029094837495,1.0983895719798,1.08,1.0846016305872421,13.7879413925579,287.9434426785677,1.06,1.0645129000340756,31.632294041433468,181.42939288030524,31.632286173611885,1.0568694913893444,203.3465473971152,197.68510015720693,1.0986337364442436,181.42939288030524,197.68510015720693,229.08909137250248,1.0565274358380303,1.04,1.0440687544618166,12.458681376213754,180.43315757946112,1.013,1.0133839160108622,96.20154288011777,0.0005848723684155334,0.02973383818448222,0.01967026136305444,2.012651920994923,0.9056431760008329
1115,0.0,1115.0,1115.0,148.75810570851445,3710.9421975374776,43.47068972315897,46.9365361971189,58.3508797882366,91.85,1.2165124690665947,124.4138454369418,3682.185886126524,828.8089352130534,827.8288973180436,64.58145392009018,68.08585858259144,599.9999587739113,521.5690859428948,1.2892263309897836,1219.506405728874,915.6748253280507,1.29,1.2895225046522103,313.9867073091091,193.54001725201044,1.1541315402700516,997.3449801765188,1007.7336258586162,1.15,1.152882082489092,310.4268533423444,1007.7337109337471,1.10903918476531,384.5830988163386,1.1088414865592318,310.4268533423444,1.1,1.1082972013509582,140.48959970423655,294.32050820135015,140.4896316242382,1.0992274323738451,234.4279564275685,234.40923922569806,1.0980188222222924,294.32050820135015,234.40923922569806,265.06723662245116,1.0977676443745437,1.08,1.083586506978594,14.181137395949728,292.55128787702347,1.06,1.0640032589718302,31.67138489286249,184.25078053822608,31.671377041548357,1.056820704185021,203.32640499277423,198.86359106359652,1.0980188222222924,184.25078053822608,198.86359106359652,230.42727297139507,1.0564670607883275,1.04,1.0435698271893215,12.897233599006075,183.2273399069838,1.013,1.0133956348126962,96.20700843116515,0.0005811604044012142,0.029731246514910936,0.019547125416007977,2.012651920994923,0.9052186152745876
1116,0.0,1116.0,1116.0,149.85025966585823,3738.18723529331,43.78984332882964,47.28113539396628,58.77928094306232,91.85,1.2165124690665947,126.00333155026556,3709.3639785607634,828.3420001774871,827.7985962498152,64.5773901313883,68.08585858259144,599.9999587739113,521.7870848238746,1.2892364845049535,1219.506405728874,916.0686953058577,1.29,1.2895324282142855,316.6462002503235,192.6749267512844,1.1532129935722746,997.8687626880381,1008.449951650769,1.15,1.1519408290692497,313.00581753841624,1008.4500085234247,1.108209319501752,390.8924035217723,1.1080080539096309,313.00581753841624,1.1,1.1074571142734109,140.64682410971992,297.87199788466944,140.64685711989284,1.0987108437122075,233.48026065244824,233.46682877583422,1.0974732992941632,297.87199788466944,233.46682877583493,263.78429469755736,1.0972166763287596,1.08,1.082731765315612,14.484911013147528,296.1114098473821,1.06,1.0634981449656895,31.713801390637464,186.36323765613673,31.713793804978756,1.0566810818411465,203.30626258843324,199.8162838086984,1.0974732992941632,186.36323765613673,199.8162838086984,231.56870115412983,1.056318494997714,1.04,1.0430807788378742,13.237716159839819,185.31256903257471,1.013,1.0134044754230078,96.21391889759452,0.0005795977322147861,0.029730086638954455,0.01949532603969463,2.012651920994923,0.9049058310218846
1117,0.0,1117.0,1117.0,150.64676135460334,3758.056886853445,44.02260024389319,47.5324496344024,59.09171147630776,91.85,1.2165124690665947,127.1572251153296,3729.1900384596993,827.9648430676076,827.768295181587,64.5470081950406,68.08585858259144,599.9999587739113,521.9756270553422,1.2892967132448556,1219.506405728874,916.2649847407781,1.29,1.2895924189124945,318.57770317346933,192.03586358434697,1.1525388797777192,998.2253954017459,1008.9398174223121,1.15,1.1512500915158737,314.8791935525945,1008.939856161349,1.1074816717089233,395.37933005363743,1.107277773081378,314.8791935525945,1.1,1.1067219296789403,140.80854899864872,300.63925220084155,140.80858258163735,1.098273055051632,232.79924029872808,232.7895809018697,1.0970128882566474,300.63925220084155,232.7895809018697,262.7684970821292,1.0967520199260747,1.08,1.0820316582050211,14.72036172105362,298.8889877127299,1.06,1.0630284608982836,31.758938486452372,187.96658597042062,31.758931336487084,1.056505458351781,203.28612018409225,200.56804870678573,1.0970128882566474,187.96658597042062,200.56804870678573,232.5245401872825,1.0561359072240255,1.04,1.042631468807505,13.504438416520603,186.8919052757109,1.013,1.0134112358382052,96.22202852561684,0.0005798522873495767,0.029729887432127337,0.01950401893291276,2.012651920994923,0.9046529226111172
1118,0.0,1118.0,1118.0,151.21788359795744,3772.304188691019,44.18949587433021,47.71265157849474,59.315736145132476,91.85,1.2165124690665947,127.9819309368986,3743.4105352228244,827.7041132205654,827.7379941133587,64.50771235218261,68.08585858259144,599.9999587739113,522.1143726694304,1.289373444333124,1219.506405728874,916.3182034810671,1.29,1.2896689501241545,319.95978883930053,191.57069900299072,1.1520533213719033,998.471212360152,1009.278827700164,1.15,1.150752568305093,316.21939623548485,1009.2788544430288,1.1068561394436875,398.54486739623997,1.1066503269366126,316.21939623548485,1.1,1.106090927181103,140.97245735793524,302.8181611312159,140.97249119602768,1.0979148849945959,232.3098378070498,232.30290520835018,1.0966369179384332,302.8181611312159,232.30290520835018,261.948407061149,1.0963727193993194,1.08,1.0814689549248724,14.903764474446968,301.07950801348187,1.06,1.0626044309786051,31.806334347919222,189.18782270604595,31.80632774941409,1.0563200822316279,203.2659777797513,201.15556661015668,1.0966369179384332,189.18782270604595,201.15556661015668,233.32763689792762,1.0559450986586025,1.04,1.042231246953738,13.7138517048645,188.0919143662502,1.013,1.013416417455183,96.2311410411942,0.0005816160413408497,0.029730243606730006,0.019563110515824694,2.012651920994923,0.9044404035636553
1119,0.0,1119.0,1119.0,151.61902153443322,3782.311036307229,44.30671800948496,47.8392196413627,59.473083883585566,91.85,1.2165124690665947,128.5598662063402,3753.402456723896,827.5445380921439,827.7076930451303,64.46878405974434,68.08585858259144,599.9999587739113,522.2060971401686,1.289448932649283,1219.506405728874,916.2835137865719,1.29,1.2897442873635832,320.9298956619358,191.2384653018115,1.1517111856499904,998.6408509006386,1009.5137786795201,1.15,1.150401999193122,317.159541641677,1009.5137970990233,1.106326070975833,400.74662183192436,1.1061188927593184,317.159541641677,1.1,1.1055569632502553,141.1368460804107,304.55435415631945,141.13687997390716,1.097631562251137,231.95947698984122,231.95452863366233,1.0963394748985125,304.55435415631945,231.95452863366233,261.2735683407443,1.0960726436757173,1.08,1.0810250863908129,15.047557284904478,302.82822627125216,1.06,1.062229493479969,31.85563323271872,190.12244203256253,31.855627263630712,1.056140281793945,203.2458353754103,201.61054837901307,1.0963394748985125,190.12244203256253,201.61054837901307,234.00700363297403,1.0557610446526788,1.04,1.041882032166988,13.8790124856909,189.00757564720664,1.013,1.0134204032628826,96.24110128802576,0.0005846210993261402,0.029730821555343196,0.019663805732306534,2.012651920994923,0.9042566045995767
1120,0.0,1120.0,1120.0,113.76619858017868,2883.128486326265,32.744795608552046,37.37901358266776,43.642389388958854,86.61828782671864,1.1803189490211348,117.53131423479839,2793.982488344106,829.0401589850397,827.6773919769021,65.0519251455423,68.08585858259144,599.9999587739113,521.2494363126074,1.2883196647934232,1219.506405728874,917.5811145688186,1.29,1.288616856832703,272.14040197734965,208.58950026996231,1.1434816040900926,1102.724026071432,1124.0412846534657,1.15,1.1424721150674957,266.4541036975261,1124.0345855536343,1.0980408900904841,398.97426470010674,1.0978813906393083,266.4541036975261,1.1,1.0973967465749725,141.20948947345678,276.9993176906051,141.20949255668648,1.0901662494841515,241.14936601042766,241.25005584928678,1.0890983268523151,276.9993176906051,241.25005584928678,271.2642014775265,1.088873812970509,1.08,1.0761963909591725,12.67742201133637,275.6479320590327,1.06,1.0584782068624066,31.89309433083704,177.5133283562988,31.89309125730049,1.0519960980413525,203.22569297106932,206.9285239334468,1.0890983268523151,177.5133283562988,206.9285239334468,239.22775890266885,1.051661831415791,1.04,1.0393806927785416,12.281138637249445,176.55427067532156,1.013,1.0133665544719543,96.25053096435052,0.0005922236666113912,0.029735313704432224,0.01991650979364367,2.012651920994923,0.8781591021903807
