,i,j,steps,acidgas_Fm,acidgas_CO2,acidgas_H2O,acidgas_H2S,acidgas_T,acidgas_P,air,air_SP,second_air2,air2_SP,COG,COG_SP,burner_input_T_SP,burner_input_T_PV,burner_inputP,burner_output_T_SP,burner_output_T_PV,burner_output_P_SP,burner_output_P_PV,fur_F,fur_inputT,fur_inputP,fur_temp,fur_outputT,fur_outputP_SP,fur_outputP_PV,WHB_F,WHB_inputT,WHB_inputP,WHB_outputT,WHB_outputP,SEP1_F,SEP1_P_SP,SEP1_P_PV,SEP1_T,HEATER1_F,HEATER1_input_T,HEATER1_input_P,HEATER1_output_T_SP,HEATER1_output_T_PV,HEATER1_output_P,cat1_F,cat1_input_temp,cat1_output_temp,cat1_input_P,cat1_output_P_SP,cat1_output_P_PV,cat1_deltaP,SEP2_F,SEP2_P_SP,SEP2_P_PV,SEP2_T,HEATER2_F,HEATER2_input_T,HEATER2_input_P,HEATER2_output_T_SP,HEATER2_output_T_PV,HEATER2_output_P,cat2_F,cat2_input_temp,cat2_output_temp,cat2_input_P,cat2_output_P_SP,cat2_output_P_PV,cat2_deltaP,SEP3_F,SEP3_P_SP,SEP3_P_PV,SEP3_T,B35_H2S,B35_SO2,ratio,ratioSP,conv
1293,0.0,1293.0,1293.0,140.40630348770932,40.11060321074315,45.378775905839184,54.916924371127,83.6,1.6722000000000001,123.2293992479155,3455.4450727115386,409.99999999968196,410.0,55.158929387578226,51.97015038814991,599.9999587739113,599.9999588329484,1.6220709886496743,1219.506405728874,1219.506432683467,1.622195,1.6221949999819198,290.4615063766302,189.79691175364624,1.57208391976419,981.0364907305257,985.9126088749184,1.571315,1.571314999989315,286.91501748620624,985.9126088749174,1.5213491634829928,304.73624256381174,1.5212283723422848,286.91501748620624,1.520795,1.5207950130023378,156.4256080330371,271.72762079384825,156.42560810844904,1.4238224838237319,355.3924473224061,355.39246453153856,1.4230025892001663,271.72762079384825,355.39246453153856,377.8607667481767,1.422799527046352,1.411445,1.411444978930718,11.354548115634078,270.4943393447314,1.361375,1.36137493576606,66.50904334995704,207.28733778615782,66.50904334734587,1.2646106692647328,190.0,189.99998449384321,1.4230025892001663,207.28733778615782,189.9999844938432,235.377431737465,1.2642454125666662,1.251615,1.2516150031573983,12.630409409267962,205.5231452036728,1.200915,1.2009149630428535,134.95802175752087,0.014757827441275186,0.012808483113921932,1.1521916615742307,2.012651920994923,0.8975266313700955
1294,0.0,1294.0,1294.0,140.40630348771626,40.11060321074514,45.37877590584143,54.91692437112972,83.6,1.6722000000000001,123.2293992479216,3455.445072711712,409.9999999996847,410.0,55.15892935856622,51.970148664262204,599.9999587739113,599.9999588323525,1.62207098864989,1219.506405728874,1219.5064324111734,1.622195,1.6221949999821028,290.46150637506355,189.7969117196257,1.5720839197641903,981.0364907229227,985.9126088667355,1.571315,1.5713149999893257,286.91501748462275,985.9126088667348,1.5213491634718885,304.7362425501769,1.5212283723311815,286.91501748462275,1.520795,1.5207950129912373,156.4264589716355,271.72729513665354,156.42645904697315,1.4238224804937385,355.393479003338,355.3934961932046,1.4230025857249478,271.72729513665354,355.3934961932046,377.8616505909699,1.4227995236039885,1.411445,1.4114449789570382,11.354544646950293,270.49402279946656,1.361375,1.3613749353838804,66.50898140644861,207.28725506435458,66.50898140383124,1.2646106686109304,190.0,189.9999845721827,1.4230025857249478,207.28725506435458,189.9999845721827,235.37772771930156,1.2642454121089008,1.251615,1.2516150030362272,12.630409072673654,205.52305150641652,1.200915,1.2009149625109858,134.95798070984765,0.014757784598000524,0.012808448831408631,1.1521914005552154,2.012651920994923,0.8975269286655028
1295,0.0,1295.0,1295.0,140.40630348772422,40.11060321074741,45.378775905844,54.91692437113283,83.6,1.6722000000000001,123.22939924792858,3455.4450727119042,409.9999999996886,410.0,55.15892932984755,51.97014695778922,599.9999587739113,599.9999588317614,1.6220709886501028,1219.506405728874,1219.5064321416296,1.622195,1.6221949999822831,290.46150637351485,189.7969116859496,1.5720839197641892,981.0364907153984,985.9126088586572,1.571315,1.5713149999893354,286.9150174830599,985.9126088586565,1.5213491634607843,304.7362425367191,1.521228372320078,286.9150174830599,1.520795,1.520795012980137,156.4273089607354,271.72696984883345,156.4273090359938,1.4238224771677686,355.39450952925614,355.3945266998783,1.4230025822538872,271.72696984883345,355.3945266998783,377.8625334427979,1.4227995201657406,1.411445,1.4114449789833095,11.354541182431177,270.49370661342215,1.361375,1.361374935003507,66.5089192977051,207.2871719696861,66.50891929508083,1.2646106679256675,190.0,189.99998465032374,1.4230025822538872,207.2871719696861,189.99998465032374,235.37802394018817,1.2642454116207962,1.251615,1.2516150029155224,12.630408705273766,205.52295743001164,1.200915,1.2009149619815176,134.95793958746148,0.014757741542287333,0.012808414515532938,1.152191125950087,2.012651920994923,0.8975272271871246
1296,0.0,1296.0,1296.0,140.40630348773163,40.110603210749524,45.378775905846396,54.91692437113572,83.6,1.6722000000000001,123.22939924793506,3455.4450727120866,409.999999999692,410.0,55.15892930141889,51.97014526855493,599.9999587739113,599.9999588311769,1.6220709886503137,1219.506405728874,1219.506431874809,1.622195,1.6221949999824619,290.4615063719808,189.79691165261184,1.5720839197641885,981.0364907079543,985.9126088506299,1.571315,1.571314999989345,286.91501748150955,985.9126088506288,1.5213491634496867,304.7362425233531,1.521228372308981,286.91501748150955,1.520795,1.5207950129690433,156.42815800134633,271.72664492997194,156.42815807652906,1.4238224738458318,355.39553890140456,355.39555605280265,1.4230025787869944,271.72664492997194,355.39555605280265,377.86341530473646,1.4227995167316183,1.411445,1.411444979009548,11.35453772207029,270.49339078619073,1.361375,1.36137493462496,66.50885702469364,207.2870885040604,66.50885702206301,1.2646106672090942,190.0,189.99998472824885,1.4230025787869944,207.2870885040604,189.99998472824885,235.37832039797343,1.2642454111024974,1.251615,1.2516150027952975,12.63040830719997,205.52286297642678,1.200915,1.2009149614544439,134.95789839104634,0.014757698275223679,0.0128083801665759,1.1521908378184011,2.012651920994923,0.8975275269285291
1297,0.0,1297.0,1297.0,140.4063034877377,40.11060321075126,45.37877590584836,54.9169243711381,83.6,1.6722000000000001,123.22939924794042,3455.445072712237,409.9999999996944,410.0,55.158929273277224,51.97014359638519,599.9999587739113,599.9999588305989,1.6220709886505236,1219.506405728874,1219.5064316106843,1.622195,1.6221949999826397,290.46150637045986,189.7969116196138,1.5720839197641898,981.0364907005792,985.9126088426777,1.571315,1.5713149999893568,286.91501747997506,985.912608842677,1.521349163438599,304.7362425101132,1.521228372297894,286.91501747997506,1.520795,1.5207950129579593,156.42900609447793,271.72632037967605,156.42900616958306,1.4238224705279288,355.39656712100737,355.39658425320135,1.4230025753242697,271.72632037967605,355.39658425320135,377.8642961778381,1.4227995133016218,1.411445,1.4114449790357577,11.35453426586408,270.4930753173897,1.361375,1.3613749342482497,66.50879458838193,207.28700466939426,66.50879458574526,1.2646106664613632,190.0,189.9999848059496,1.4230025753242697,207.28700466939426,189.9999848059496,235.3786170904972,1.2642454105541516,1.251615,1.2516150026755666,12.630407878585048,205.52276814765153,1.200915,1.2009149609297811,134.95785712128387,0.014757654797896185,0.01280834578481766,1.1521905362196838,2.012651920994923,0.8975278278832554
1298,0.0,1298.0,1298.0,140.40630348774428,40.11060321075314,45.37877590585049,54.91692437114068,83.6,1.6722000000000001,123.22939924794622,3455.4450727123995,409.99999999969793,410.0,55.158929245420055,51.97014194110772,599.9999587739113,599.9999588300258,1.6220709886507303,1219.506405728874,1219.506431349227,1.622195,1.6221949999828151,290.46150636895555,189.7969115869476,1.5720839197641905,981.036490693284,985.9126088348298,1.571315,1.5713149999893674,286.9150174784544,985.9126088348293,1.5213491634275151,304.73624249703204,1.5212283722868112,286.9150174784544,1.520795,1.5207950129468795,156.42985324113812,271.72599619753794,156.4298533161677,1.423822467214044,355.3975941893072,355.3976113023179,1.423002571865698,271.72599619753794,355.3976113023179,377.86517606316806,1.4227995098757358,1.411445,1.411444979061929,11.354530813806774,270.4927602066236,1.361375,1.3613749338733503,66.50873198972963,207.28692046750632,66.50873198708688,1.2646106656825837,190.0,189.99998488343795,1.423002571865698,207.28692046750632,189.99998488343795,235.37891401565147,1.2642454099758624,1.251615,1.2516150025563106,12.630407419551792,205.52267294557222,1.200915,1.2009149604075022,134.95781577885197,0.014757611111386792,0.01280831137053712,1.1521902212132065,2.012651920994923,0.897528130044928
1299,0.0,1299.0,1299.0,140.40630348775,40.110603210754775,45.37877590585233,54.91692437114291,83.6,1.6722000000000001,123.22939924795122,3455.4450727125422,409.9999999997,410.0,55.15892921784402,51.97014030255165,599.9999587739113,599.9999588294598,1.622070988650936,1219.506405728874,1219.5064310904118,1.622195,1.6221949999829897,290.46150636746466,189.79691155461265,1.572083919764192,981.0364906860603,985.9126088270323,1.571315,1.5713149999893792,286.9150174769483,985.9126088270314,1.5213491634164378,304.73624248404536,1.5212283722757345,286.9150174769483,1.520795,1.5207950129358057,156.43069944233392,271.72567238314633,156.43069951728765,1.4238224639041734,355.3986201075382,355.39863720138567,1.4230025684112753,271.72567238314633,355.39863720138567,377.86605496179163,1.4227995064539565,1.411445,1.4114449790880632,11.354527365893263,270.4924454534903,1.361375,1.3613749335002476,66.50866922969138,207.28683590020142,66.5086692270433,1.2646106648728752,190.0,189.99998496071947,1.4230025684112753,207.28683590020142,189.99998496071947,235.37921117134314,1.2642454093677444,1.251615,1.2516150024375226,12.630406930221882,205.5225773720589,1.200915,1.2009149598875881,134.9577743644271,0.014757567216772141,0.01280827692401176,1.1521898928579561,2.012651920994923,0.8975284334072025
1300,0.0,1300.0,1300.0,140.40630348775687,40.11060321075674,45.37877590585455,54.916924371145605,83.6,1.6722000000000001,123.22939924795723,3455.4450727127105,409.9999999997033,410.0,55.15892919054682,51.97013868054828,599.9999587739113,599.9999588288985,1.6220709886511382,1219.506405728874,1219.5064308342105,1.622195,1.622194999983161,290.4615063659913,189.79691152260216,1.572083919764192,981.0364906789076,985.9126088193412,1.571315,1.571314999989389,286.9150174754606,985.9126088193392,1.5213491634053598,304.736242471233,1.5212283722646571,286.9150174754606,1.520795,1.5207950129247314,156.4315446990711,271.72534893608486,156.43154477394702,1.4238224605983125,355.3996448769384,355.3996619516438,1.4230025649609956,271.72534893608486,355.3996619516438,377.86693287477095,1.4227995030362783,1.411445,1.411444979114161,11.354523922117332,270.49213105758645,1.361375,1.361374933128952,66.50860630922249,207.2867509693752,66.50860630656608,1.2646106640323882,190.0,189.99998503778352,1.4230025649609956,207.2867509693752,189.99998503778352,235.37950855543286,1.2642454087299428,1.251615,1.251615002319216,12.630406410726769,205.5224814290795,1.200915,1.200914959370053,134.95773287868218,0.014757523115126426,0.01280824244551802,1.1521895512128222,2.012651920994923,0.8975287379636968
1301,0.0,1301.0,1301.0,140.40630348776318,40.11060321075854,45.37877590585659,54.91692437114806,83.6,1.6722000000000001,123.22939924796279,3455.445072712866,409.9999999997062,410.0,55.15892916352529,51.97013707493026,599.9999587739113,599.9999588283431,1.6220709886513391,1219.506405728874,1219.506430580598,1.622195,1.6221949999833316,290.4615063645318,189.79691149091627,1.5720839197641925,981.036490671831,985.9126088117355,1.571315,1.5713149999893994,286.9150174739874,985.9126088117345,1.5213491633942875,304.73624245855825,1.5212283722535855,286.9150174739874,1.520795,1.5207950129136625,156.43238901235492,271.7250258559606,156.4323890871551,1.4238224572964593,355.40066849873244,355.4006855543163,1.423002561514859,271.7250258559606,355.4006855543163,377.8678098031637,1.422799499622701,1.411445,1.4114449791402257,11.354520482475206,270.4918170185283,1.361375,1.3613749327594526,66.50854322927097,207.2866656768382,66.5085432266104,1.264610663161243,190.0,189.99998511463457,1.423002561514859,207.2866656768382,189.99998511463457,235.37980616584193,1.2642454080625722,1.251615,1.2516150022013839,12.630405861188354,205.52238511850578,1.200915,1.200914958854878,134.9576913222887,0.014757478807518572,0.012808207935331216,1.1521891963363842,2.012651920994923,0.8975290437081058
1302,0.0,1302.0,1302.0,140.40630348776943,40.110603210760324,45.37877590585861,54.916924371150515,83.6,1.6722000000000001,123.22939924796827,3455.445072713019,409.9999999997094,410.0,55.1589291367768,51.97013548553223,599.9999587739113,599.999958827793,1.6220709886515379,1219.506405728874,1219.506430329546,1.622195,1.6221949999834997,290.4615063630871,189.796911459551,1.572083919764193,981.0364906648269,985.9126088041872,1.571315,1.5713149999894096,286.9150174725282,985.9126088041866,1.5213491633832217,304.7362424459841,1.5212283722425202,286.9150174725282,1.520795,1.5207950129026002,156.43323238319093,271.72470314237114,156.43323245791433,1.4238224539986148,355.4016909741517,355.4017080106348,1.423002558072865,271.72470314237114,355.4017080106348,377.8686857480245,1.4227994962132242,1.411445,1.411444979166263,11.35451704696111,270.49150333592485,1.361375,1.361374932391762,66.5084799907852,207.28658002446923,66.5084799881184,1.2646106622595874,190.0,189.99998519125975,1.423002558072865,207.28658002446923,189.99998519125975,235.38010400045715,1.2642454073657756,1.251615,1.2516150020840378,12.630405281737866,205.52228844228563,1.200915,1.2009149583420684,134.95764969591409,0.014757434295014854,0.012808173393725092,1.152188828287157,2.012651920994923,0.8975293506341093
