Row/Case,Status,Description,HEATER2_output_T_SP,air2_SP_m3,air2_SP,acidgas_Fm,AIRFLOW,acidgas_Fv,H2S,SO2OUT,H2SOUT,B35_H2S,B35_SO2,acidgas_T,acidgas_P,Total_S,acidgas_CO2,acidgas_H2O,acidgas_H2S
701,OK,,180.0,408.3296431,23.6831193,135.0,123.6,2394.890899,52.8023328,3.03209643,0.268068907,0.001529914,0.035917825,83.6,1.6722,0.03744774,0.285675,0.323196,0.391128
702,OK,,180.0,408.3296431,23.6831193,136.111111,123.6,2414.601934,53.2369199,2.82991424,0.29359247,0.001672394,0.033484949,83.6,1.6722,0.035157343,0.285675,0.323196,0.391128
703,OK,,180.0,408.3296431,23.6831193,137.222222,123.6,2434.312968,53.671507,2.62725591,0.322515264,0.001833601,0.03105161,83.6,1.6722,0.032885211,0.285675,0.323196,0.391128
704,OK,,180.0,408.3296431,23.6831193,138.333333,123.6,2454.024002,54.1060941,2.42603222,0.35522963,0.002015627,0.028639536,83.6,1.6722,0.030655163,0.285675,0.323196,0.391128
705,OK,,180.0,408.3296431,23.6831193,139.444444,123.6,2473.735036,54.5406812,2.2273082,0.392262643,0.002221308,0.026261051,83.6,1.6722,0.02848236,0.285675,0.323196,0.391128
706,OK,,180.0,408.3296431,23.6831193,140.555556,123.6,2493.446088,54.9752683,2.03075181,0.434458336,0.002455247,0.023912665,83.6,1.6722,0.026367912,0.285675,0.323196,0.391128
707,OK,,180.0,408.3296431,23.6831193,141.666667,123.6,2513.157123,55.4098554,1.84626114,0.478070798,0.002696029,0.021706883,83.6,1.6722,0.024402912,0.285675,0.323196,0.391128
708,OK,,180.0,408.3296431,23.6831193,142.777778,123.6,2532.868157,55.8444425,1.64927423,0.534258945,0.00300662,0.019365907,83.6,1.6722,0.022372527,0.285675,0.323196,0.391128
709,OK,,180.0,408.3296431,23.6831193,143.888889,123.6,2552.579191,56.2790296,1.4540704,0.600445997,0.003371829,0.017050375,83.6,1.6722,0.020422204,0.285675,0.323196,0.391128
710,OK,,180.0,408.3296431,23.6831193,145.0,123.6,2572.290225,56.7136167,1.27813303,0.67255691,0.003768401,0.014961869,83.6,1.6722,0.01873027,0.285675,0.323196,0.391128
711,OK,,180.0,413.4387845,23.9794495,135.0,123.6,2394.890899,52.8023328,3.09462543,0.263453382,0.001501028,0.036589613,83.6,1.6722,0.038090641,0.285675,0.323196,0.391128
712,OK,,180.0,413.4387845,23.9794495,136.111111,123.6,2414.601934,53.2369199,2.8879274,0.288704813,0.001641799,0.034109828,83.6,1.6722,0.035751627,0.285675,0.323196,0.391128
713,OK,,180.0,413.4387845,23.9794495,137.222222,123.6,2434.312968,53.671507,2.68601972,0.316766365,0.001797915,0.031688729,83.6,1.6722,0.033486644,0.285675,0.323196,0.391128
714,OK,,180.0,413.4387845,23.9794495,138.333333,123.6,2454.024002,54.1060941,2.48485948,0.348521072,0.001974284,0.029281078,83.6,1.6722,0.031255362,0.285675,0.323196,0.391128
715,OK,,180.0,413.4387845,23.9794495,139.444444,123.6,2473.735036,54.5406812,2.28721205,0.384243639,0.002172311,0.02691839,83.6,1.6722,0.0290907,0.285675,0.323196,0.391128
716,OK,,180.0,413.4387845,23.9794495,140.555556,123.6,2493.446088,54.9752683,2.09022489,0.425076686,0.002398296,0.024568612,83.6,1.6722,0.026966908,0.285675,0.323196,0.391128
717,OK,,180.0,413.4387845,23.9794495,141.666667,123.6,2513.157123,55.4098554,1.89465499,0.469247914,0.002642072,0.022240562,83.6,1.6722,0.024882635,0.285675,0.323196,0.391128
718,OK,,180.0,413.4387845,23.9794495,142.777778,123.6,2532.868157,55.8444425,1.70502503,0.521877274,0.002932219,0.01998591,83.6,1.6722,0.022918129,0.285675,0.323196,0.391128
719,OK,,180.0,413.4387845,23.9794495,143.888889,123.6,2552.579191,56.2790296,1.51910668,0.58270122,0.003266935,0.017779704,83.6,1.6722,0.021046639,0.285675,0.323196,0.391128
720,OK,,180.0,413.4387845,23.9794495,145.0,123.6,2572.290225,56.7136167,1.33555136,0.653688919,0.003656895,0.015606814,83.6,1.6722,0.019263709,0.285675,0.323196,0.391128
721,OK,,180.0,418.5479276,24.2757798,135.0,123.6,2394.890899,52.8023328,3.15210253,0.259388841,0.001475396,0.037202967,83.6,1.6722,0.038678363,0.285675,0.323196,0.391128
722,OK,,180.0,418.5479276,24.2757798,136.111111,123.6,2414.601934,53.2369199,2.95430039,0.283195955,0.00160776,0.034826896,83.6,1.6722,0.036434656,0.285675,0.323196,0.391128
723,OK,,180.0,418.5479276,24.2757798,137.222222,123.6,2434.312968,53.671507,2.74704928,0.310965718,0.001762056,0.032349604,83.6,1.6722,0.03411166,0.285675,0.323196,0.391128
724,OK,,180.0,418.5479276,24.2757798,138.333333,123.6,2454.024002,54.1060941,2.54389967,0.342020325,0.001934263,0.029923227,83.6,1.6722,0.031857491,0.285675,0.323196,0.391128
725,OK,,180.0,418.5479276,24.2757798,139.444444,123.6,2473.735036,54.5406812,2.3470082,0.376543513,0.002125285,0.027572596,83.6,1.6722,0.029697881,0.285675,0.323196,0.391128
726,OK,,180.0,418.5479276,24.2757798,140.555556,123.6,2493.446088,54.9752683,2.15015973,0.415997343,0.002343244,0.025227863,83.6,1.6722,0.027571106,0.285675,0.323196,0.391128
727,OK,,180.0,418.5479276,24.2757798,141.666667,123.6,2513.157123,55.4098554,1.95424622,0.458573145,0.002577791,0.022899303,83.6,1.6722,0.025477094,0.285675,0.323196,0.391128
728,OK,,180.0,418.5479276,24.2757798,142.777778,123.6,2532.868157,55.8444425,1.76626695,0.508762237,0.002853943,0.020666169,83.6,1.6722,0.023520112,0.285675,0.323196,0.391128
729,OK,,180.0,418.5479276,24.2757798,143.888889,123.6,2552.579191,56.2790296,1.5763398,0.568072921,0.003179859,0.018417729,83.6,1.6722,0.021597589,0.285675,0.323196,0.391128
730,OK,,180.0,418.5479276,24.2757798,145.0,123.6,2572.290225,56.7136167,1.3924737,0.636013668,0.003552417,0.016244127,83.6,1.6722,0.019796544,0.285675,0.323196,0.391128
731,OK,,180.0,423.6570707,24.5721101,135.0,123.6,2394.890899,52.8023328,3.21473418,0.25504854,0.001448258,0.037871083,83.6,1.6722,0.039319341,0.285675,0.323196,0.391128
732,OK,,180.0,423.6570707,24.5721101,136.111111,123.6,2414.601934,53.2369199,3.01161857,0.278698564,0.001579586,0.0354393,83.6,1.6722,0.037018886,0.285675,0.323196,0.391128
733,OK,,180.0,423.6570707,24.5721101,137.222222,123.6,2434.312968,53.671507,2.80654267,0.305532983,0.001728389,0.032990286,83.6,1.6722,0.034718675,0.285675,0.323196,0.391128
734,OK,,180.0,423.6570707,24.5721101,138.333333,123.6,2454.024002,54.1060941,2.60550196,0.335458382,0.001894005,0.030591399,83.6,1.6722,0.032485403,0.285675,0.323196,0.391128
735,OK,,180.0,423.6570707,24.5721101,139.444444,123.6,2473.735036,54.5406812,2.39839348,0.370300646,0.002086639,0.028129168,83.6,1.6722,0.030215808,0.285675,0.323196,0.391128
736,OK,,180.0,423.6570707,24.5721101,140.555556,123.6,2493.446088,54.9752683,2.2069248,0.407804998,0.002293352,0.025848514,83.6,1.6722,0.028141865,0.285675,0.323196,0.391128
737,OK,,180.0,423.6570707,24.5721101,141.666667,123.6,2513.157123,55.4098554,2.00742302,0.449569189,0.002523097,0.023482684,83.6,1.6722,0.02600578,0.285675,0.323196,0.391128
738,OK,,180.0,423.6570707,24.5721101,142.777778,123.6,2532.868157,55.8444425,1.81923374,0.498146635,0.002789906,0.021250581,83.6,1.6722,0.024040487,0.285675,0.323196,0.391128
739,OK,,180.0,423.6570707,24.5721101,143.888889,123.6,2552.579191,56.2790296,1.6262112,0.556095404,0.003107874,0.018969569,83.6,1.6722,0.022077444,0.285675,0.323196,0.391128
740,OK,,180.0,423.6570707,24.5721101,145.0,123.6,2572.290225,56.7136167,1.44481276,0.620726569,0.003461567,0.016826801,83.6,1.6722,0.020288368,0.285675,0.323196,0.391128
741,OK,,180.0,428.7662138,24.8684404,135.0,123.6,2394.890899,52.8023328,3.28070268,0.250590376,0.001420536,0.038574129,83.6,1.6722,0.039994665,0.285675,0.323196,0.391128
742,OK,,180.0,428.7662138,24.8684404,136.111111,123.6,2414.601934,53.2369199,3.07091671,0.274164363,0.001551294,0.036071909,83.6,1.6722,0.037623203,0.285675,0.323196,0.391128
743,OK,,180.0,428.7662138,24.8684404,137.222222,123.6,2434.312968,53.671507,2.86668847,0.300213816,0.001695477,0.033636205,83.6,1.6722,0.035331682,0.285675,0.323196,0.391128
744,OK,,180.0,428.7662138,24.8684404,138.333333,123.6,2454.024002,54.1060941,2.66587616,0.329272636,0.001856007,0.031243576,83.6,1.6722,0.033099582,0.285675,0.323196,0.391128
745,OK,,180.0,428.7662138,24.8684404,139.444444,123.6,2473.735036,54.5406812,2.46577121,0.362137738,0.002037264,0.028863934,83.6,1.6722,0.030901198,0.285675,0.323196,0.391128
746,OK,,180.0,428.7662138,24.8684404,140.555556,123.6,2493.446088,54.9752683,2.26790158,0.399274265,0.00224171,0.026514647,83.6,1.6722,0.028756357,0.285675,0.323196,0.391128
747,OK,,180.0,428.7662138,24.8684404,141.666667,123.6,2513.157123,55.4098554,2.07215132,0.438821525,0.002458769,0.024194725,83.6,1.6722,0.026653493,0.285675,0.323196,0.391128
748,OK,,180.0,428.7662138,24.8684404,142.777778,123.6,2532.868157,55.8444425,1.87627269,0.487079905,0.002723549,0.021878861,83.6,1.6722,0.02460241,0.285675,0.323196,0.391128
749,OK,,180.0,428.7662138,24.8684404,143.888889,123.6,2552.579191,56.2790296,1.68767266,0.54171321,0.00302266,0.01965115,83.6,1.6722,0.022673809,0.285675,0.323196,0.391128
750,OK,,180.0,428.7662138,24.8684404,145.0,123.6,2572.290225,56.7136167,1.49928118,0.605528147,0.003371491,0.017431853,83.6,1.6722,0.020803343,0.285675,0.323196,0.391128
751,OK,,180.0,433.8753552,25.1647706,135.0,123.6,2394.890899,52.8023328,3.34276255,0.246566767,0.001395376,0.039231108,83.6,1.6722,0.040626484,0.285675,0.323196,0.391128
752,OK,,180.0,433.8753552,25.1647706,136.111111,123.6,2414.601934,53.2369199,3.13363709,0.269483878,0.001522257,0.036740327,83.6,1.6722,0.038262584,0.285675,0.323196,0.391128
753,OK,,180.0,433.8753552,25.1647706,137.222222,123.6,2434.312968,53.671507,2.93048324,0.294721175,0.001661681,0.034320503,83.6,1.6722,0.035982184,0.285675,0.323196,0.391128
754,OK,,180.0,433.8753552,25.1647706,138.333333,123.6,2454.024002,54.1060941,2.72654167,0.323272497,0.001819176,0.031896647,83.6,1.6722,0.033715823,0.285675,0.323196,0.391128
755,OK,,180.0,433.8753552,25.1647706,139.444444,123.6,2473.735036,54.5406812,2.52589456,0.355234665,0.001995149,0.02951456,83.6,1.6722,0.031509709,0.285675,0.323196,0.391128
756,OK,,180.0,433.8753552,25.1647706,140.555556,123.6,2493.446088,54.9752683,2.32709214,0.391348085,0.002193628,0.027158298,83.6,1.6722,0.029351926,0.285675,0.323196,0.391128
757,OK,,180.0,433.8753552,25.1647706,141.666667,123.6,2513.157123,55.4098554,2.12715412,0.430224521,0.002406712,0.024794601,83.6,1.6722,0.027201313,0.285675,0.323196,0.391128
758,OK,,180.0,433.8753552,25.1647706,142.777778,123.6,2532.868157,55.8444425,1.93531419,0.476084856,0.002657791,0.022527557,83.6,1.6722,0.025185348,0.285675,0.323196,0.391128
759,OK,,180.0,433.8753552,25.1647706,143.888889,123.6,2552.579191,56.2790296,1.7449134,0.529051215,0.002947308,0.020282565,83.6,1.6722,0.023229873,0.285675,0.323196,0.391128
760,OK,,180.0,433.8753552,25.1647706,145.0,123.6,2572.290225,56.7136167,1.55454784,0.590836134,0.003284502,0.018043904,83.6,1.6722,0.021328406,0.285675,0.323196,0.391128
761,OK,,180.0,438.9844983,25.4611009,135.0,123.6,2394.890899,52.8023328,3.39589132,0.243307061,0.001374641,0.039786724,83.6,1.6722,0.041161365,0.285675,0.323196,0.391128
762,OK,,180.0,438.9844983,25.4611009,136.111111,123.6,2414.601934,53.2369199,3.19320544,0.265212945,0.001495634,0.03737122,83.6,1.6722,0.038866855,0.285675,0.323196,0.391128
763,OK,,180.0,438.9844983,25.4611009,137.222222,123.6,2434.312968,53.671507,2.98887295,0.289922506,0.001631919,0.03494205,83.6,1.6722,0.036573969,0.285675,0.323196,0.391128
764,OK,,180.0,438.9844983,25.4611009,138.333333,123.6,2454.024002,54.1060941,2.78646694,0.317561168,0.001784087,0.032539045,83.6,1.6722,0.034323132,0.285675,0.323196,0.391128
765,OK,,180.0,438.9844983,25.4611009,139.444444,123.6,2473.735036,54.5406812,2.58484307,0.348728812,0.0019554,0.03014966,83.6,1.6722,0.03210506,0.285675,0.323196,0.391128
766,OK,,180.0,438.9844983,25.4611009,140.555556,123.6,2493.446088,54.9752683,2.38319732,0.384164707,0.002149866,0.02776504,83.6,1.6722,0.029914907,0.285675,0.323196,0.391128
767,OK,,180.0,438.9844983,25.4611009,141.666667,123.6,2513.157123,55.4098554,2.1884666,0.420910002,0.002350787,0.025463253,83.6,1.6722,0.027814039,0.285675,0.323196,0.391128
768,OK,,180.0,438.9844983,25.4611009,142.777778,123.6,2532.868157,55.8444425,1.99570281,0.465307806,0.002593447,0.023189077,83.6,1.6722,0.025782524,0.285675,0.323196,0.391128
769,OK,,180.0,438.9844983,25.4611009,143.888889,123.6,2552.579191,56.2790296,1.80294272,0.516785222,0.002874387,0.020920646,83.6,1.6722,0.023795033,0.285675,0.323196,0.391128
770,OK,,180.0,438.9844983,25.4611009,145.0,123.6,2572.290225,56.7136167,1.61326109,0.575910366,0.003196467,0.018692778,83.6,1.6722,0.021889245,0.285675,0.323196,0.391128
771,OK,,180.0,444.0936414,25.7574312,135.0,123.6,2394.890899,52.8023328,3.46160145,0.239252159,0.001349452,0.040479419,83.6,1.6722,0.041828871,0.285675,0.323196,0.391128
772,OK,,180.0,444.0936414,25.7574312,136.111111,123.6,2414.601934,53.2369199,3.2552082,0.260878308,0.001468733,0.038026828,83.6,1.6722,0.039495561,0.285675,0.323196,0.391128
773,OK,,180.0,444.0936414,25.7574312,137.222222,123.6,2434.312968,53.671507,3.04995948,0.285029705,0.001601716,0.035591359,83.6,1.6722,0.037193075,0.285675,0.323196,0.391128
774,OK,,180.0,444.0936414,25.7574312,138.333333,123.6,2454.024002,54.1060941,2.84808221,0.311867508,0.001749207,0.033197971,83.6,1.6722,0.034947178,0.285675,0.323196,0.391128
775,OK,,180.0,444.0936414,25.7574312,139.444444,123.6,2473.735036,54.5406812,2.64423117,0.342398359,0.00191676,0.03078744,83.6,1.6722,0.0327042,0.285675,0.323196,0.391128
776,OK,,180.0,444.0936414,25.7574312,140.555556,123.6,2493.446088,54.9752683,2.44623126,0.376282268,0.002102314,0.028447158,83.6,1.6722,0.030549471,0.285675,0.323196,0.391128
777,OK,,180.0,444.0936414,25.7574312,141.666667,123.6,2513.157123,55.4098554,2.24680818,0.412450274,0.002299817,0.026096249,83.6,1.6722,0.028396066,0.285675,0.323196,0.391128
778,OK,,180.0,444.0936414,25.7574312,142.777778,123.6,2532.868157,55.8444425,2.05181073,0.455791343,0.002536337,0.023800227,83.6,1.6722,0.026336564,0.285675,0.323196,0.391128
779,OK,,180.0,444.0936414,25.7574312,143.888889,123.6,2552.579191,56.2790296,1.8604444,0.50518363,0.002805385,0.021550598,83.6,1.6722,0.024355982,0.285675,0.323196,0.391128
780,OK,,180.0,444.0936414,25.7574312,145.0,123.6,2572.290225,56.7136167,1.66922315,0.562428767,0.003116717,0.019308415,83.6,1.6722,0.022425131,0.285675,0.323196,0.391128
781,OK,,180.0,449.2027845,26.0537615,135.0,123.6,2394.890899,52.8023328,3.52301089,0.235618233,0.001326727,0.041122015,83.6,1.6722,0.042448742,0.285675,0.323196,0.391128
782,OK,,180.0,449.2027845,26.0537615,136.111111,123.6,2414.601934,53.2369199,3.31650409,0.256734754,0.001442994,0.038672093,83.6,1.6722,0.040115087,0.285675,0.323196,0.391128
783,OK,,180.0,449.2027845,26.0537615,137.222222,123.6,2434.312968,53.671507,3.11128302,0.280275197,0.001572384,0.036240793,83.6,1.6722,0.037813177,0.285675,0.323196,0.391128
784,OK,,180.0,449.2027845,26.0537615,138.333333,123.6,2454.024002,54.1060941,2.90684012,0.30665593,0.001717145,0.033822676,83.6,1.6722,0.035539821,0.285675,0.323196,0.391128
785,OK,,180.0,449.2027845,26.0537615,139.444444,123.6,2473.735036,54.5406812,2.708796,0.335695146,0.001876139,0.031480394,83.6,1.6722,0.033356533,0.285675,0.323196,0.391128
786,OK,,180.0,449.2027845,26.0537615,140.555556,123.6,2493.446088,54.9752683,2.50578675,0.369170008,0.002059218,0.029087902,83.6,1.6722,0.03114712,0.285675,0.323196,0.391128
787,OK,,180.0,449.2027845,26.0537615,141.666667,123.6,2513.157123,55.4098554,2.3056957,0.404234431,0.00225036,0.026733023,83.6,1.6722,0.028983384,0.285675,0.323196,0.391128
788,OK,,180.0,449.2027845,26.0537615,142.777778,123.6,2532.868157,55.8444425,2.11268843,0.445800753,0.00247675,0.024462575,83.6,1.6722,0.026939325,0.285675,0.323196,0.391128
789,OK,,180.0,449.2027845,26.0537615,143.888889,123.6,2552.579191,56.2790296,1.91800256,0.494076651,0.002739335,0.02217892,83.6,1.6722,0.024918255,0.285675,0.323196,0.391128
790,OK,,180.0,449.2027845,26.0537615,145.0,123.6,2572.290225,56.7136167,1.72661678,0.549211586,0.003038663,0.019937967,83.6,1.6722,0.02297663,0.285675,0.323196,0.391128
791,OK,,180.0,454.3119259,26.3500917,135.0,123.6,2394.890899,52.8023328,3.58024904,0.232363672,0.001306223,0.04171647,83.6,1.6722,0.043022693,0.285675,0.323196,0.391128
792,OK,,180.0,454.3119259,26.3500917,136.111111,123.6,2414.601934,53.2369199,3.37738476,0.252747332,0.001418217,0.039310489,83.6,1.6722,0.040728706,0.285675,0.323196,0.391128
793,OK,,180.0,454.3119259,26.3500917,137.222222,123.6,2434.312968,53.671507,3.1645107,0.276360864,0.00154788,0.036798566,83.6,1.6722,0.038346446,0.285675,0.323196,0.391128
794,OK,,180.0,454.3119259,26.3500917,138.333333,123.6,2454.024002,54.1060941,2.96886394,0.301294123,0.001684338,0.034481355,83.6,1.6722,0.036165692,0.285675,0.323196,0.391128
795,OK,,180.0,454.3119259,26.3500917,139.444444,123.6,2473.735036,54.5406812,2.76861335,0.329765951,0.001839986,0.032118176,83.6,1.6722,0.033958162,0.285675,0.323196,0.391128
796,OK,,180.0,454.3119259,26.3500917,140.555556,123.6,2493.446088,54.9752683,2.56629412,0.36219232,0.002017007,0.029736985,83.6,1.6722,0.031753992,0.285675,0.323196,0.391128
797,OK,,180.0,454.3119259,26.3500917,141.666667,123.6,2513.157123,55.4098554,2.36434079,0.396365936,0.002202993,0.02736489,83.6,1.6722,0.029567882,0.285675,0.323196,0.391128
798,OK,,180.0,454.3119259,26.3500917,142.777778,123.6,2532.868157,55.8444425,2.17436292,0.436090638,0.002418904,0.025131482,83.6,1.6722,0.027550385,0.285675,0.323196,0.391128
799,OK,,180.0,454.3119259,26.3500917,143.888889,123.6,2552.579191,56.2790296,1.96827489,0.484936197,0.002683975,0.022715085,83.6,1.6722,0.02539906,0.285675,0.323196,0.391128
800,OK,,180.0,454.3119259,26.3500917,145.0,123.6,2572.290225,56.7136167,1.78417955,0.53653691,0.002963815,0.020566276,83.6,1.6722,0.02353009,0.285675,0.323196,0.391128
801,OK,,180.0,459.421069,26.646422,135.0,123.6,2394.890899,52.8023328,3.64661371,0.228610771,0.001282961,0.042408684,83.6,1.6722,0.043691645,0.285675,0.323196,0.391128
802,OK,,180.0,459.421069,26.646422,136.111111,123.6,2414.601934,53.2369199,3.43754882,0.248931334,0.001394482,0.039938599,83.6,1.6722,0.041333081,0.285675,0.323196,0.391128
803,OK,,180.0,459.421069,26.646422,137.222222,123.6,2434.312968,53.671507,3.23295517,0.271293365,0.001516958,0.037521871,83.6,1.6722,0.039038829,0.285675,0.323196,0.391128
804,OK,,180.0,459.421069,26.646422,138.333333,123.6,2454.024002,54.1060941,3.02901048,0.296287499,0.001653623,0.035116811,83.6,1.6722,0.036770434,0.285675,0.323196,0.391128
805,OK,,180.0,459.421069,26.646422,139.444444,123.6,2473.735036,54.5406812,2.82609835,0.324289279,0.001806475,0.032727809,83.6,1.6722,0.034534283,0.285675,0.323196,0.391128
806,OK,,180.0,459.421069,26.646422,140.555556,123.6,2493.446088,54.9752683,2.62576097,0.35559676,0.001977056,0.030372139,83.6,1.6722,0.032349195,0.285675,0.323196,0.391128
807,OK,,180.0,459.421069,26.646422,141.666667,123.6,2513.157123,55.4098554,2.42382672,0.388671245,0.002156734,0.028003809,83.6,1.6722,0.030160543,0.285675,0.323196,0.391128
808,OK,,180.0,459.421069,26.646422,142.777778,123.6,2532.868157,55.8444425,2.22759942,0.428177746,0.002371221,0.025703992,83.6,1.6722,0.028075212,0.285675,0.323196,0.391128
809,OK,,180.0,459.421069,26.646422,143.888889,123.6,2552.579191,56.2790296,2.03317729,0.47323509,0.002615433,0.023429701,83.6,1.6722,0.026045134,0.285675,0.323196,0.391128
810,OK,,180.0,459.421069,26.646422,145.0,123.6,2572.290225,56.7136167,1.84639099,0.523439556,0.00288691,0.02124631,83.6,1.6722,0.02413322,0.285675,0.323196,0.391128
811,OK,,180.0,464.5302121,26.9427523,135.0,123.6,2394.890899,52.8023328,3.70249628,0.225627232,0.001264117,0.042983883,83.6,1.6722,0.044248,0.285675,0.323196,0.391128
812,OK,,180.0,464.5302121,26.9427523,136.111111,123.6,2414.601934,53.2369199,3.50236958,0.244896137,0.001369585,0.040615483,83.6,1.6722,0.041985069,0.285675,0.323196,0.391128
813,OK,,180.0,464.5302121,26.9427523,137.222222,123.6,2434.312968,53.671507,3.29448361,0.266952952,0.001490217,0.038166539,83.6,1.6722,0.039656756,0.285675,0.323196,0.391128
814,OK,,180.0,464.5302121,26.9427523,138.333333,123.6,2454.024002,54.1060941,3.09172093,0.291205632,0.00162258,0.035778258,83.6,1.6722,0.037400839,0.285675,0.323196,0.391128
815,OK,,180.0,464.5302121,26.9427523,139.444444,123.6,2473.735036,54.5406812,2.88598953,0.318735607,0.001772636,0.033361898,83.6,1.6722,0.035134534,0.285675,0.323196,0.391128
816,OK,,180.0,464.5302121,26.9427523,140.555556,123.6,2493.446088,54.9752683,2.66762497,0.351348514,0.001950325,0.030810435,83.6,1.6722,0.032760759,0.285675,0.323196,0.391128
817,OK,,180.0,464.5302121,26.9427523,141.666667,123.6,2513.157123,55.4098554,2.48358131,0.381223032,0.002111987,0.028643483,83.6,1.6722,0.03075547,0.285675,0.323196,0.391128
818,OK,,180.0,464.5302121,26.9427523,142.777778,123.6,2532.868157,55.8444425,2.29004942,0.419071531,0.002317056,0.026376936,83.6,1.6722,0.028693992,0.285675,0.323196,0.391128
819,OK,,180.0,464.5302121,26.9427523,143.888889,123.6,2552.579191,56.2790296,2.09224781,0.463173786,0.002555749,0.024068356,83.6,1.6722,0.026624105,0.285675,0.323196,0.391128
820,OK,,180.0,464.5302121,26.9427523,145.0,123.6,2572.290225,56.7136167,1.89511462,0.513845851,0.002829554,0.021772594,83.6,1.6722,0.024602148,0.285675,0.323196,0.391128
821,OK,,180.0,469.6393552,27.2390826,135.0,123.6,2394.890899,52.8023328,3.76930658,0.222053802,0.001242002,0.043675954,83.6,1.6722,0.044917956,0.285675,0.323196,0.391128
822,OK,,180.0,469.6393552,27.2390826,136.111111,123.6,2414.601934,53.2369199,3.5626101,0.241300604,0.001347237,0.041239707,83.6,1.6722,0.042586944,0.285675,0.323196,0.391128
823,OK,,180.0,469.6393552,27.2390826,137.222222,123.6,2434.312968,53.671507,3.35622635,0.262729806,0.001464215,0.038811097,83.6,1.6722,0.040275311,0.285675,0.323196,0.391128
824,OK,,180.0,469.6393552,27.2390826,138.333333,123.6,2454.024002,54.1060941,3.15023773,0.286661965,0.001594643,0.036391155,83.6,1.6722,0.037985799,0.285675,0.323196,0.391128
825,OK,,180.0,469.6393552,27.2390826,139.444444,123.6,2473.735036,54.5406812,2.94967722,0.312981515,0.001737777,0.034035376,83.6,1.6722,0.035773153,0.285675,0.323196,0.391128
826,OK,,180.0,469.6393552,27.2390826,140.555556,123.6,2493.446088,54.9752683,2.74678487,0.342841381,0.001899944,0.031658725,83.6,1.6722,0.033558669,0.285675,0.323196,0.391128
827,OK,,180.0,469.6393552,27.2390826,141.666667,123.6,2513.157123,55.4098554,2.54382661,0.373982972,0.002068528,0.029286228,83.6,1.6722,0.031354756,0.285675,0.323196,0.391128
828,OK,,180.0,469.6393552,27.2390826,142.777778,123.6,2532.868157,55.8444425,2.34414589,0.411617267,0.002272208,0.026954863,83.6,1.6722,0.029227071,0.285675,0.323196,0.391128
829,OK,,180.0,469.6393552,27.2390826,143.888889,123.6,2552.579191,56.2790296,2.14990239,0.453777804,0.002499918,0.024688988,83.6,1.6722,0.027188905,0.285675,0.323196,0.391128
830,OK,,180.0,469.6393552,27.2390826,145.0,123.6,2572.290225,56.7136167,1.95764407,0.501701232,0.002758294,0.022450674,83.6,1.6722,0.025208968,0.285675,0.323196,0.391128
831,OK,,180.0,474.7484966,27.5354128,135.0,123.6,2394.890899,52.8023328,3.83349605,0.218745101,0.001221443,0.044336597,83.6,1.6722,0.04555804,0.285675,0.323196,0.391128
832,OK,,180.0,474.7484966,27.5354128,136.111111,123.6,2414.601934,53.2369199,3.62023093,0.237984822,0.001326524,0.041832859,83.6,1.6722,0.043159383,0.285675,0.323196,0.391128
833,OK,,180.0,474.7484966,27.5354128,137.222222,123.6,2434.312968,53.671507,3.4171344,0.258700661,0.001439374,0.039443921,83.6,1.6722,0.040883295,0.285675,0.323196,0.391128
834,OK,,180.0,474.7484966,27.5354128,138.333333,123.6,2454.024002,54.1060941,3.21085291,0.28207711,0.001566556,0.037024584,83.6,1.6722,0.03859114,0.285675,0.323196,0.391128
835,OK,,180.0,474.7484966,27.5354128,139.444444,123.6,2473.735036,54.5406812,3.00422755,0.308323182,0.00170913,0.034605895,83.6,1.6722,0.036315025,0.285675,0.323196,0.391128
836,OK,,180.0,474.7484966,27.5354128,140.555556,123.6,2493.446088,54.9752683,2.80570983,0.33697418,0.001864395,0.032280842,83.6,1.6722,0.034145237,0.285675,0.323196,0.391128
837,OK,,180.0,474.7484966,27.5354128,141.666667,123.6,2513.157123,55.4098554,2.60309168,0.367134072,0.002027364,0.029915661,83.6,1.6722,0.031943025,0.285675,0.323196,0.391128
838,OK,,180.0,474.7484966,27.5354128,142.777778,123.6,2532.868157,55.8444425,2.40450222,0.403492912,0.002223778,0.027599795,83.6,1.6722,0.029823573,0.285675,0.323196,0.391128
839,OK,,180.0,474.7484966,27.5354128,143.888889,123.6,2552.579191,56.2790296,2.20501969,0.445190638,0.00244871,0.025279204,83.6,1.6722,0.027727915,0.285675,0.323196,0.391128
840,OK,,180.0,474.7484966,27.5354128,145.0,123.6,2572.290225,56.7136167,2.0161191,0.490922683,0.00269476,0.023081185,83.6,1.6722,0.025775945,0.285675,0.323196,0.391128
841,OK,,180.0,479.8576397,27.8317431,135.0,123.6,2394.890899,52.8023328,3.89594663,0.215626789,0.001202023,0.044976467,83.6,1.6722,0.04617849,0.285675,0.323196,0.391128
842,OK,,180.0,479.8576397,27.8317431,136.111111,123.6,2414.601934,53.2369199,3.68638685,0.234195599,0.001303226,0.042517074,83.6,1.6722,0.0438203,0.285675,0.323196,0.391128
843,OK,,180.0,479.8576397,27.8317431,137.222222,123.6,2434.312968,53.671507,3.47799557,0.254787767,0.001415267,0.040074382,83.6,1.6722,0.041489648,0.285675,0.323196,0.391128
