Row/Case,Status,Description,HEATER2_output_T_SP,air2_SP_m3,air2_SP,acidgas_Fm,AIRFLOW,acidgas_Fv,H2S,SO2OUT,H2SOUT,B35_H2S,B35_SO2,acidgas_T,acidgas_P,Total_S,acidgas_CO2,acidgas_H2O,acidgas_H2S
3225,OK,,190.0,571.8222086,33.1656881,139.444444,123.6,2473.735036,54.5406812,4.18814005,0.257060509,0.001381572,0.046628378,83.6,1.6722,0.04800995,0.285675,0.323196,0.391128
3226,OK,,190.0,571.8222086,33.1656881,140.555556,123.6,2493.446088,54.9752683,3.97957796,0.276699482,0.001484546,0.044264698,83.6,1.6722,0.045749245,0.285675,0.323196,0.391128
3227,OK,,190.0,571.8222086,33.1656881,141.666667,123.6,2513.157123,55.4098554,3.77508287,0.298008069,0.001596052,0.041947399,83.6,1.6722,0.043543451,0.285675,0.323196,0.391128
3228,OK,,190.0,571.8222086,33.1656881,142.777778,123.6,2532.868157,55.8444425,3.56684461,0.321789793,0.001720355,0.03959494,83.6,1.6722,0.041315295,0.285675,0.323196,0.391128
3229,OK,,190.0,571.8222086,33.1656881,143.888889,123.6,2552.579191,56.2790296,3.36625438,0.34740125,0.001853906,0.03732695,83.6,1.6722,0.039180856,0.285675,0.323196,0.391128
3230,OK,,190.0,571.8222086,33.1656881,145.0,123.6,2572.290225,56.7136167,3.16145629,0.376187645,0.002003846,0.03501908,83.6,1.6722,0.037022926,0.285675,0.323196,0.391128
3231,OK,,190.0,576.93135,33.4620183,135.0,123.6,2394.890899,52.8023328,5.09227997,0.19174239,0.001035744,0.056792933,83.6,1.6722,0.057828677,0.285675,0.323196,0.391128
3232,OK,,190.0,576.93135,33.4620183,136.111111,123.6,2414.601934,53.2369199,4.88043462,0.205339815,0.001107388,0.054385061,83.6,1.6722,0.055492449,0.285675,0.323196,0.391128
3233,OK,,190.0,576.93135,33.4620183,137.222222,123.6,2434.312968,53.671507,4.66947801,0.220131409,0.001185196,0.051989592,83.6,1.6722,0.053174789,0.285675,0.323196,0.391128
3234,OK,,190.0,576.93135,33.4620183,138.333333,123.6,2454.024002,54.1060941,4.4586077,0.236289154,0.001270059,0.049598367,83.6,1.6722,0.050868426,0.285675,0.323196,0.391128
3235,OK,,190.0,576.93135,33.4620183,139.444444,123.6,2473.735036,54.5406812,4.25107805,0.253789574,0.001361799,0.0472454,83.6,1.6722,0.048607199,0.285675,0.323196,0.391128
3236,OK,,190.0,576.93135,33.4620183,140.555556,123.6,2493.446088,54.9752683,4.04116989,0.273124548,0.001463024,0.044871384,83.6,1.6722,0.046334408,0.285675,0.323196,0.391128
3237,OK,,190.0,576.93135,33.4620183,141.666667,123.6,2513.157123,55.4098554,3.83926902,0.293815368,0.001571085,0.042584709,83.6,1.6722,0.044155794,0.285675,0.323196,0.391128
3238,OK,,190.0,576.93135,33.4620183,142.777778,123.6,2532.868157,55.8444425,3.62894271,0.317236725,0.001693327,0.040214058,83.6,1.6722,0.041907385,0.285675,0.323196,0.391128
3239,OK,,190.0,576.93135,33.4620183,143.888889,123.6,2552.579191,56.2790296,3.42790407,0.342314578,0.001823883,0.037944744,83.6,1.6722,0.039768627,0.285675,0.323196,0.391128
3240,OK,,190.0,576.93135,33.4620183,145.0,123.6,2572.290225,56.7136167,3.22304487,0.370430848,0.001970089,0.035639672,83.6,1.6722,0.037609762,0.285675,0.323196,0.391128
3241,OK,,190.0,582.0404931,33.7583486,135.0,123.6,2394.890899,52.8023328,5.15414986,0.189697017,0.001023023,0.057381355,83.6,1.6722,0.058404378,0.285675,0.323196,0.391128
3242,OK,,190.0,582.0404931,33.7583486,136.111111,123.6,2414.601934,53.2369199,4.94358668,0.203017135,0.001093078,0.054990536,83.6,1.6722,0.056083615,0.285675,0.323196,0.391128
3243,OK,,190.0,582.0404931,33.7583486,137.222222,123.6,2434.312968,53.671507,4.73515051,0.217435637,0.001168776,0.052624965,83.6,1.6722,0.053793742,0.285675,0.323196,0.391128
3244,OK,,190.0,582.0404931,33.7583486,138.333333,123.6,2454.024002,54.1060941,4.52355364,0.233324823,0.001252095,0.050230135,83.6,1.6722,0.051482231,0.285675,0.323196,0.391128
3245,OK,,190.0,582.0404931,33.7583486,139.444444,123.6,2473.735036,54.5406812,4.31199737,0.250712373,0.00134313,0.04783917,83.6,1.6722,0.0491823,0.285675,0.323196,0.391128
3246,OK,,190.0,582.0404931,33.7583486,140.555556,123.6,2493.446088,54.9752683,4.1053451,0.269476453,0.001441169,0.045502686,83.6,1.6722,0.046943855,0.285675,0.323196,0.391128
3247,OK,,190.0,582.0404931,33.7583486,141.666667,123.6,2513.157123,55.4098554,3.90397281,0.289699487,0.001546604,0.043225033,83.6,1.6722,0.044771637,0.285675,0.323196,0.391128
3248,OK,,190.0,582.0404931,33.7583486,142.777778,123.6,2532.868157,55.8444425,3.69127022,0.312789789,0.001666945,0.040833315,83.6,1.6722,0.04250026,0.285675,0.323196,0.391128
3249,OK,,190.0,582.0404931,33.7583486,143.888889,123.6,2552.579191,56.2790296,3.48646698,0.337642502,0.001796167,0.03852799,83.6,1.6722,0.040324156,0.285675,0.323196,0.391128
3250,OK,,190.0,582.0404931,33.7583486,145.0,123.6,2572.290225,56.7136167,3.28144167,0.365159625,0.001939023,0.036224543,83.6,1.6722,0.038163566,0.285675,0.323196,0.391128
3251,OK,,190.0,587.1496362,34.0546789,135.0,123.6,2394.890899,52.8023328,5.21913837,0.187581273,0.001009952,0.057999036,83.6,1.6722,0.059008988,0.285675,0.323196,0.391128
3252,OK,,190.0,587.1496362,34.0546789,136.111111,123.6,2414.601934,53.2369199,5.00645207,0.200759084,0.001079158,0.055590362,83.6,1.6722,0.056669521,0.285675,0.323196,0.391128
3253,OK,,190.0,587.1496362,34.0546789,137.222222,123.6,2434.312968,53.671507,4.79555633,0.215042001,0.00115404,0.053203337,83.6,1.6722,0.054357376,0.285675,0.323196,0.391128
3254,OK,,190.0,587.1496362,34.0546789,138.333333,123.6,2454.024002,54.1060941,4.58339352,0.230687671,0.00123595,0.050806445,83.6,1.6722,0.052042395,0.285675,0.323196,0.391128
3255,OK,,190.0,587.1496362,34.0546789,139.444444,123.6,2473.735036,54.5406812,4.37597759,0.247540947,0.001324002,0.048462059,83.6,1.6722,0.049786062,0.285675,0.323196,0.391128
3256,OK,,190.0,587.1496362,34.0546789,140.555556,123.6,2493.446088,54.9752683,4.16512942,0.266193794,0.001421341,0.046085777,83.6,1.6722,0.047507117,0.285675,0.323196,0.391128
3257,OK,,190.0,587.1496362,34.0546789,141.666667,123.6,2513.157123,55.4098554,3.95970203,0.28630994,0.001526092,0.04376943,83.6,1.6722,0.045295522,0.285675,0.323196,0.391128
3258,OK,,190.0,587.1496362,34.0546789,142.777778,123.6,2532.868157,55.8444425,3.75148357,0.308627256,0.00164216,0.041427986,83.6,1.6722,0.043070146,0.285675,0.323196,0.391128
3259,OK,,190.0,587.1496362,34.0546789,143.888889,123.6,2552.579191,56.2790296,3.546852,0.332940898,0.001768366,0.039127908,83.6,1.6722,0.040896274,0.285675,0.323196,0.391128
3260,OK,,190.0,587.1496362,34.0546789,145.0,123.6,2572.290225,56.7136167,3.34235691,0.359794447,0.001907538,0.036833441,83.6,1.6722,0.038740979,0.285675,0.323196,0.391128
3261,OK,,190.0,592.2587793,34.3510092,135.0,123.6,2394.890899,52.8023328,5.28064597,0.185635091,0.000997847,0.058579399,83.6,1.6722,0.059577246,0.285675,0.323196,0.391128
3262,OK,,190.0,592.2587793,34.3510092,136.111111,123.6,2414.601934,53.2369199,5.07156667,0.198458262,0.001065052,0.056211599,83.6,1.6722,0.05727665,0.285675,0.323196,0.391128
3263,OK,,190.0,592.2587793,34.3510092,137.222222,123.6,2434.312968,53.671507,4.85630614,0.212680163,0.001139523,0.053783611,83.6,1.6722,0.054923134,0.285675,0.323196,0.391128
3264,OK,,190.0,592.2587793,34.3510092,138.333333,123.6,2454.024002,54.1060941,4.64449796,0.228044397,0.001219824,0.051394257,83.6,1.6722,0.052614081,0.285675,0.323196,0.391128
3265,OK,,190.0,592.2587793,34.3510092,139.444444,123.6,2473.735036,54.5406812,4.43782022,0.244558603,0.001305955,0.049061118,83.6,1.6722,0.050367073,0.285675,0.323196,0.391128
3266,OK,,190.0,592.2587793,34.3510092,140.555556,123.6,2493.446088,54.9752683,4.22862453,0.262762254,0.001400775,0.046705644,83.6,1.6722,0.04810642,0.285675,0.323196,0.391128
3267,OK,,190.0,592.2587793,34.3510092,141.666667,123.6,2513.157123,55.4098554,4.02237619,0.282529329,0.001503547,0.044384378,83.6,1.6722,0.045887925,0.285675,0.323196,0.391128
3268,OK,,190.0,592.2587793,34.3510092,142.777778,123.6,2532.868157,55.8444425,3.81494793,0.304324746,0.001616703,0.042054755,83.6,1.6722,0.043671457,0.285675,0.323196,0.391128
3269,OK,,190.0,592.2587793,34.3510092,143.888889,123.6,2552.579191,56.2790296,3.6062131,0.328446382,0.001741759,0.039715448,83.6,1.6722,0.041457207,0.285675,0.323196,0.391128
3270,OK,,190.0,592.2587793,34.3510092,145.0,123.6,2572.290225,56.7136167,3.40451901,0.354459336,0.001876311,0.037453582,83.6,1.6722,0.039329894,0.285675,0.323196,0.391128
3271,OK,,190.0,597.3679207,34.6473394,135.0,123.6,2394.890899,52.8023328,5.34504812,0.183625929,0.000985433,0.05918721,83.6,1.6722,0.060172644,0.285675,0.323196,0.391128
3272,OK,,190.0,597.3679207,34.6473394,136.111111,123.6,2414.601934,53.2369199,5.1314435,0.196413533,0.001052374,0.056776994,83.6,1.6722,0.057829368,0.285675,0.323196,0.391128
3273,OK,,190.0,597.3679207,34.6473394,137.222222,123.6,2434.312968,53.671507,4.9203531,0.210229863,0.00112457,0.054395625,83.6,1.6722,0.055520195,0.285675,0.323196,0.391128
3274,OK,,190.0,597.3679207,34.6473394,138.333333,123.6,2454.024002,54.1060941,4.71002159,0.225249092,0.001202925,0.052025203,83.6,1.6722,0.053228127,0.285675,0.323196,0.391128
3275,OK,,190.0,597.3679207,34.6473394,139.444444,123.6,2473.735036,54.5406812,4.50030021,0.241612867,0.001288157,0.049664521,83.6,1.6722,0.050952677,0.285675,0.323196,0.391128
3276,OK,,190.0,597.3679207,34.6473394,140.555556,123.6,2493.446088,54.9752683,4.29166822,0.25944281,0.001380871,0.047318549,83.6,1.6722,0.04869942,0.285675,0.323196,0.391128
3277,OK,,190.0,597.3679207,34.6473394,141.666667,123.6,2513.157123,55.4098554,4.08298836,0.278979319,0.001482302,0.044975732,83.6,1.6722,0.046458034,0.285675,0.323196,0.391128
3278,OK,,190.0,597.3679207,34.6473394,142.777778,123.6,2532.868157,55.8444425,3.87374075,0.300477372,0.001593752,0.042630795,83.6,1.6722,0.044224547,0.285675,0.323196,0.391128
3279,OK,,190.0,597.3679207,34.6473394,143.888889,123.6,2552.579191,56.2790296,3.66864094,0.32381954,0.001714521,0.040332736,83.6,1.6722,0.042047257,0.285675,0.323196,0.391128
3280,OK,,190.0,597.3679207,34.6473394,145.0,123.6,2572.290225,56.7136167,3.46076332,0.349817363,0.001848861,0.038009871,83.6,1.6722,0.039858733,0.285675,0.323196,0.391128
3281,OK,,190.0,602.4770638,34.9436697,135.0,123.6,2394.890899,52.8023328,5.40764319,0.181720929,0.000973621,0.059774098,83.6,1.6722,0.060747719,0.285675,0.323196,0.391128
3282,OK,,190.0,602.4770638,34.9436697,136.111111,123.6,2414.601934,53.2369199,5.1961433,0.194226227,0.001038961,0.057389391,83.6,1.6722,0.058428352,0.285675,0.323196,0.391128
3283,OK,,190.0,602.4770638,34.9436697,137.222222,123.6,2434.312968,53.671507,4.98394636,0.20785155,0.001110048,0.05500052,83.6,1.6722,0.056110568,0.285675,0.323196,0.391128
3284,OK,,190.0,602.4770638,34.9436697,138.333333,123.6,2454.024002,54.1060941,4.7708088,0.222741063,0.001187621,0.052605248,83.6,1.6722,0.053792869,0.285675,0.323196,0.391128
3285,OK,,190.0,602.4770638,34.9436697,139.444444,123.6,2473.735036,54.5406812,4.56188493,0.23878081,0.00127102,0.050256407,83.6,1.6722,0.051527427,0.285675,0.323196,0.391128
3286,OK,,190.0,602.4770638,34.9436697,140.555556,123.6,2493.446088,54.9752683,4.35165185,0.256378903,0.001362394,0.047897643,83.6,1.6722,0.049260036,0.285675,0.323196,0.391128
3287,OK,,190.0,602.4770638,34.9436697,141.666667,123.6,2513.157123,55.4098554,4.14414163,0.275481778,0.001461398,0.045570509,83.6,1.6722,0.047031907,0.285675,0.323196,0.391128
3288,OK,,190.0,602.4770638,34.9436697,142.777778,123.6,2532.868157,55.8444425,3.9327731,0.296707372,0.001571278,0.043207228,83.6,1.6722,0.044778506,0.285675,0.323196,0.391128
3289,OK,,190.0,602.4770638,34.9436697,143.888889,123.6,2552.579191,56.2790296,3.72968967,0.319428192,0.001688614,0.040933481,83.6,1.6722,0.042622095,0.285675,0.323196,0.391128
3290,OK,,190.0,602.4770638,34.9436697,145.0,123.6,2572.290225,56.7136167,3.52471192,0.344606873,0.001818467,0.038644203,83.6,1.6722,0.04046267,0.285675,0.323196,0.391128
3291,OK,,190.0,607.5862069,35.24,135.0,123.6,2394.890899,52.8023328,5.473133,0.179756094,0.000961522,0.060388604,83.6,1.6722,0.061350126,0.285675,0.323196,0.391128
3292,OK,,190.0,607.5862069,35.24,136.111111,123.6,2414.601934,53.2369199,5.25741779,0.19221207,0.001026525,0.057964979,83.6,1.6722,0.058991504,0.285675,0.323196,0.391128
3293,OK,,190.0,607.5862069,35.24,137.222222,123.6,2434.312968,53.671507,5.04468393,0.205642614,0.001096485,0.055574498,83.6,1.6722,0.056670983,0.285675,0.323196,0.391128
3294,OK,,190.0,607.5862069,35.24,138.333333,123.6,2454.024002,54.1060941,4.83487881,0.220134974,0.001171837,0.053217021,83.6,1.6722,0.054388858,0.285675,0.323196,0.391128
3295,OK,,190.0,607.5862069,35.24,139.444444,123.6,2473.735036,54.5406812,4.62302522,0.236034283,0.001254396,0.050841955,83.6,1.6722,0.05209635,0.285675,0.323196,0.391128
3296,OK,,190.0,607.5862069,35.24,140.555556,123.6,2493.446088,54.9752683,4.41477238,0.253207113,0.001343395,0.048507164,83.6,1.6722,0.04985056,0.285675,0.323196,0.391128
3297,OK,,190.0,607.5862069,35.24,141.666667,123.6,2513.157123,55.4098554,4.20772224,0.271913885,0.001440182,0.046188355,83.6,1.6722,0.047628537,0.285675,0.323196,0.391128
3298,OK,,190.0,607.5862069,35.24,142.777778,123.6,2532.868157,55.8444425,3.99464182,0.292829438,0.001548298,0.043811161,83.6,1.6722,0.045359458,0.285675,0.323196,0.391128
3299,OK,,190.0,607.5862069,35.24,143.888889,123.6,2552.579191,56.2790296,3.7901393,0.315194529,0.001663624,0.041526146,83.6,1.6722,0.04318977,0.285675,0.323196,0.391128
3300,OK,,190.0,607.5862069,35.24,145.0,123.6,2572.290225,56.7136167,3.57776498,0.340488709,0.00179396,0.039163661,83.6,1.6722,0.040957621,0.285675,0.323196,0.391128
3301,OK,,195.0,50.68965517,2.94,135.0,123.6,2394.890899,52.8023328,0.029486463,2.87744634,0.018407358,0.000390308,83.6,1.6722,0.018797665,0.285675,0.323196,0.391128
3302,OK,,195.0,50.68965517,2.94,136.111111,123.6,2414.601934,53.2369199,0.020666843,3.30349821,0.021050178,0.000272085,83.6,1.6722,0.021322263,0.285675,0.323196,0.391128
3303,OK,,195.0,50.68965517,2.94,137.222222,123.6,2434.312968,53.671507,0.015004273,3.72904779,0.023668373,0.00019646,83.6,1.6722,0.023864833,0.285675,0.323196,0.391128
3304,OK,,195.0,50.68965517,2.94,138.333333,123.6,2454.024002,54.1060941,0.011017254,4.17107749,0.026368034,0.000143463,83.6,1.6722,0.026511497,0.285675,0.323196,0.391128
3305,OK,,195.0,50.68965517,2.94,139.444444,123.6,2473.735036,54.5406812,0.008254364,4.62126387,0.029089902,0.000106843,83.6,1.6722,0.029196745,0.285675,0.323196,0.391128
3306,OK,,195.0,50.68965517,2.94,140.555556,123.6,2493.446088,54.9752683,0.006484691,5.03507708,0.031575671,8.35e-05,83.6,1.6722,0.031659188,0.285675,0.323196,0.391128
3307,OK,,195.0,50.68965517,2.94,141.666667,123.6,2513.157123,55.4098554,0.005047538,5.48396004,0.034250923,6.47e-05,83.6,1.6722,0.034315573,0.285675,0.323196,0.391128
3308,OK,,195.0,50.68965517,2.94,142.777778,123.6,2532.868157,55.8444425,0.004016675,5.92299653,0.036842884,5.12e-05,83.6,1.6722,0.036894048,0.285675,0.323196,0.391128
3309,OK,,195.0,50.68965517,2.94,143.888889,123.6,2552.579191,56.2790296,0.003148861,6.40569532,0.039664208,3.99e-05,83.6,1.6722,0.039704066,0.285675,0.323196,0.391128
3310,OK,,195.0,50.68965517,2.94,145.0,123.6,2572.290225,56.7136167,0.002617819,6.81513929,0.042045243,3.3e-05,83.6,1.6722,0.042078224,0.285675,0.323196,0.391128
3311,OK,,195.0,55.79879793,3.23633028,135.0,123.6,2394.890899,52.8023328,0.031818747,2.80345503,0.017907115,0.000420813,83.6,1.6722,0.018327928,0.285675,0.323196,0.391128
3312,OK,,195.0,55.79879793,3.23633028,136.111111,123.6,2414.601934,53.2369199,0.02192092,3.24169716,0.020624894,0.000288347,83.6,1.6722,0.020913241,0.285675,0.323196,0.391128
3313,OK,,195.0,55.79879793,3.23633028,137.222222,123.6,2434.312968,53.671507,0.016122623,3.64617101,0.023108269,0.000210921,83.6,1.6722,0.023319191,0.285675,0.323196,0.391128
3314,OK,,195.0,55.79879793,3.23633028,138.333333,123.6,2454.024002,54.1060941,0.011810858,4.08776907,0.025803161,0.000153656,83.6,1.6722,0.025956817,0.285675,0.323196,0.391128
3315,OK,,195.0,55.79879793,3.23633028,139.444444,123.6,2473.735036,54.5406812,0.008718596,4.54993312,0.028604822,0.000112814,83.6,1.6722,0.028717635,0.285675,0.323196,0.391128
3316,OK,,195.0,55.79879793,3.23633028,140.555556,123.6,2493.446088,54.9752683,0.006626003,5.00757177,0.031343613,8.52e-05,83.6,1.6722,0.031428815,0.285675,0.323196,0.391128
3317,OK,,195.0,55.79879793,3.23633028,141.666667,123.6,2513.157123,55.4098554,0.005411152,5.40047293,0.033682128,6.93e-05,83.6,1.6722,0.033751381,0.285675,0.323196,0.391128
3318,OK,,195.0,55.79879793,3.23633028,142.777778,123.6,2532.868157,55.8444425,0.004247118,5.84139713,0.036284483,5.41e-05,83.6,1.6722,0.036338541,0.285675,0.323196,0.391128
3319,OK,,195.0,55.79879793,3.23633028,143.888889,123.6,2552.579191,56.2790296,0.003421952,6.27814778,0.038839345,4.33e-05,83.6,1.6722,0.038882661,0.285675,0.323196,0.391128
3320,OK,,195.0,55.79879793,3.23633028,145.0,123.6,2572.290225,56.7136167,0.002780622,6.72076767,0.041407607,3.5e-05,83.6,1.6722,0.041442613,0.285675,0.323196,0.391128
3321,OK,,195.0,60.90794052,3.53266055,135.0,123.6,2394.890899,52.8023328,0.034164481,2.73267303,0.017428662,0.000451439,83.6,1.6722,0.017880101,0.285675,0.323196,0.391128
3322,OK,,195.0,60.90794052,3.53266055,136.111111,123.6,2414.601934,53.2369199,0.023805246,3.15503737,0.020044405,0.00031287,83.6,1.6722,0.020357275,0.285675,0.323196,0.391128
3323,OK,,195.0,60.90794052,3.53266055,137.222222,123.6,2434.312968,53.671507,0.017216463,3.57338768,0.022613914,0.00022505,83.6,1.6722,0.022838964,0.285675,0.323196,0.391128
3324,OK,,195.0,60.90794052,3.53266055,138.333333,123.6,2454.024002,54.1060941,0.012678343,4.00473309,0.025243078,0.000164814,83.6,1.6722,0.025407893,0.285675,0.323196,0.391128
3325,OK,,195.0,60.90794052,3.53266055,139.444444,123.6,2473.735036,54.5406812,0.009463183,4.44639709,0.027915714,0.000122353,83.6,1.6722,0.028038067,0.285675,0.323196,0.391128
3326,OK,,195.0,60.90794052,3.53266055,140.555556,123.6,2493.446088,54.9752683,0.007045889,4.92554615,0.03078267,9.05e-05,83.6,1.6722,0.030873175,0.285675,0.323196,0.391128
3327,OK,,195.0,60.90794052,3.53266055,141.666667,123.6,2513.157123,55.4098554,0.005663601,5.3232356,0.033153183,7.24e-05,83.6,1.6722,0.03322561,0.285675,0.323196,0.391128
3328,OK,,195.0,60.90794052,3.53266055,142.777778,123.6,2532.868157,55.8444425,0.004505823,5.75645096,0.035707222,5.73e-05,83.6,1.6722,0.035764528,0.285675,0.323196,0.391128
3329,OK,,195.0,60.90794052,3.53266055,143.888889,123.6,2552.579191,56.2790296,0.003588218,6.20795698,0.038350365,4.54e-05,83.6,1.6722,0.038395751,0.285675,0.323196,0.391128
3330,OK,,195.0,60.90794052,3.53266055,145.0,123.6,2572.290225,56.7136167,0.002923638,6.64284372,0.040870675,3.68e-05,83.6,1.6722,0.040907453,0.285675,0.323196,0.391128
3331,OK,,195.0,66.01708328,3.82899083,135.0,123.6,2394.890899,52.8023328,0.035052827,2.7090115,0.017240886,0.000462228,83.6,1.6722,0.017703115,0.285675,0.323196,0.391128
3332,OK,,195.0,66.01708328,3.82899083,136.111111,123.6,2414.601934,53.2369199,0.025794365,3.07871083,0.019530512,0.000338723,83.6,1.6722,0.019869235,0.285675,0.323196,0.391128
3333,OK,,195.0,66.01708328,3.82899083,137.222222,123.6,2434.312968,53.671507,0.01807288,3.52024794,0.02224342,0.000236042,83.6,1.6722,0.022479462,0.285675,0.323196,0.391128
3334,OK,,195.0,66.01708328,3.82899083,138.333333,123.6,2454.024002,54.1060941,0.01307939,3.96768494,0.024963939,0.000169783,83.6,1.6722,0.025133722,0.285675,0.323196,0.391128
3335,Errors,,195.0,66.01708328,3.82899083,139.444444,123.6,2473.735036,54.5406812,0.035257635,3.40969248,0.021018067,0.000457035,83.6,1.6722,0.021475102,0.285675,0.323196,0.391128
3336,OK,,195.0,66.01708328,3.82899083,140.555556,123.6,2493.446088,54.9752683,0.00767054,4.81327331,0.030054427,9.86e-05,83.6,1.6722,0.030152979,0.285675,0.323196,0.391128
3337,OK,,195.0,66.01708328,3.82899083,141.666667,123.6,2513.157123,55.4098554,0.006144024,5.23769178,0.032574472,7.85e-05,83.6,1.6722,0.032652979,0.285675,0.323196,0.391128
3338,OK,,195.0,66.01708328,3.82899083,142.777778,123.6,2532.868157,55.8444425,0.004688042,5.70005805,0.035299528,5.96e-05,83.6,1.6722,0.035359083,0.285675,0.323196,0.391128
3339,OK,,195.0,66.01708328,3.82899083,143.888889,123.6,2552.579191,56.2790296,0.003773605,6.13284723,0.03783307,4.77e-05,83.6,1.6722,0.037880763,0.285675,0.323196,0.391128
3340,OK,,195.0,66.01708328,3.82899083,145.0,123.6,2572.290225,56.7136167,0.002977584,6.61704853,0.040648486,3.74e-05,83.6,1.6722,0.040685911,0.285675,0.323196,0.391128
3341,OK,,195.0,71.12622586,4.1253211,135.0,123.6,2394.890899,52.8023328,0.040875906,2.59310461,0.016488557,0.000539156,83.6,1.6722,0.017027713,0.285675,0.323196,0.391128
3342,OK,,195.0,71.12622586,4.1253211,136.111111,123.6,2414.601934,53.2369199,0.027828246,3.00019452,0.019004342,0.000365112,83.6,1.6722,0.019369454,0.285675,0.323196,0.391128
3343,OK,,195.0,71.12622586,4.1253211,137.222222,123.6,2434.312968,53.671507,0.018262466,3.51039051,0.022144336,0.000238302,83.6,1.6722,0.022382637,0.285675,0.323196,0.391128
3344,OK,,195.0,71.12622586,4.1253211,138.333333,123.6,2454.024002,54.1060941,0.014282005,3.8651463,0.024291611,0.000185362,83.6,1.6722,0.024476973,0.285675,0.323196,0.391128
3345,OK,,195.0,71.12622586,4.1253211,139.444444,123.6,2473.735036,54.5406812,0.010676962,4.29906618,0.02691225,0.000137821,83.6,1.6722,0.027050072,0.285675,0.323196,0.391128
3346,OK,,195.0,71.12622586,4.1253211,140.555556,123.6,2493.446088,54.9752683,0.007990799,4.76073441,0.029681559,0.000102581,83.6,1.6722,0.02978414,0.285675,0.323196,0.391128
3347,OK,,195.0,71.12622586,4.1253211,141.666667,123.6,2513.157123,55.4098554,0.006234452,5.16634206,0.032084826,7.96e-05,83.6,1.6722,0.032164427,0.285675,0.323196,0.391128
3348,OK,,195.0,71.12622586,4.1253211,142.777778,123.6,2532.868157,55.8444425,0.004991822,5.60974325,0.034698186,6.34e-05,83.6,1.6722,0.034761573,0.285675,0.323196,0.391128
3349,OK,,195.0,71.12622586,4.1253211,143.888889,123.6,2552.579191,56.2790296,0.003976875,6.05505087,0.037300902,5.02e-05,83.6,1.6722,0.037351125,0.285675,0.323196,0.391128
3350,OK,,195.0,71.12622586,4.1253211,145.0,123.6,2572.290225,56.7136167,0.003193649,6.49982263,0.039878213,4.01e-05,83.6,1.6722,0.039918325,0.285675,0.323196,0.391128
3351,OK,,195.0,76.23536862,4.42165138,135.0,123.6,2394.890899,52.8023328,0.044611866,2.51128012,0.015944614,0.00058791,83.6,1.6722,0.016532524,0.285675,0.323196,0.391128
3352,OK,,195.0,76.23536862,4.42165138,136.111111,123.6,2414.601934,53.2369199,0.030362989,2.91425437,0.018433173,0.000398034,83.6,1.6722,0.018831207,0.285675,0.323196,0.391128
3353,OK,,195.0,76.23536862,4.42165138,137.222222,123.6,2434.312968,53.671507,0.021367586,3.34088681,0.021049749,0.000278611,83.6,1.6722,0.021328361,0.285675,0.323196,0.391128
3354,OK,,195.0,76.23536862,4.42165138,138.333333,123.6,2454.024002,54.1060941,0.015863037,3.74651735,0.023514889,0.000205725,83.6,1.6722,0.023720613,0.285675,0.323196,0.391128
3355,OK,,195.0,76.23536862,4.42165138,139.444444,123.6,2473.735036,54.5406812,0.011589213,4.19770891,0.026241692,0.000149479,83.6,1.6722,0.026391171,0.285675,0.323196,0.391128
3356,OK,,195.0,76.23536862,4.42165138,140.555556,123.6,2493.446088,54.9752683,0.008847108,4.62485661,0.028798193,0.000113491,83.6,1.6722,0.028911684,0.285675,0.323196,0.391128
3357,OK,,195.0,76.23536862,4.42165138,141.666667,123.6,2513.157123,55.4098554,0.006816029,5.07042604,0.031446164,8.7e-05,83.6,1.6722,0.031533123,0.285675,0.323196,0.391128
3358,OK,,195.0,76.23536862,4.42165138,142.777778,123.6,2532.868157,55.8444425,0.005302191,5.54063371,0.034221489,6.73e-05,83.6,1.6722,0.034288763,0.285675,0.323196,0.391128
3359,OK,,195.0,76.23536862,4.42165138,143.888889,123.6,2552.579191,56.2790296,0.004262696,5.94938436,0.036601922,5.38e-05,83.6,1.6722,0.036655716,0.285675,0.323196,0.391128
3360,OK,,195.0,76.23536862,4.42165138,145.0,123.6,2572.290225,56.7136167,0.003482914,6.38030129,0.039095301,4.37e-05,83.6,1.6722,0.039139015,0.285675,0.323196,0.391128
3361,OK,,195.0,81.34451121,4.71798165,135.0,123.6,2394.890899,52.8023328,0.051333296,2.37569686,0.015063921,0.000675903,83.6,1.6722,0.015739824,0.285675,0.323196,0.391128
3362,OK,,195.0,81.34451121,4.71798165,136.111111,123.6,2414.601934,53.2369199,0.034410293,2.79195349,0.017635739,0.000450715,83.6,1.6722,0.018086454,0.285675,0.323196,0.391128
3363,OK,,195.0,81.34451121,4.71798165,137.222222,123.6,2434.312968,53.671507,0.024106039,3.21541062,0.020232271,0.000314067,83.6,1.6722,0.020546338,0.285675,0.323196,0.391128
3364,OK,,195.0,81.34451121,4.71798165,138.333333,123.6,2454.024002,54.1060941,0.017110917,3.65787461,0.022925905,0.000221728,83.6,1.6722,0.023147633,0.285675,0.323196,0.391128
3365,OK,,195.0,81.34451121,4.71798165,139.444444,123.6,2473.735036,54.5406812,0.012850018,4.07273547,0.025427275,0.000165616,83.6,1.6722,0.02559289,0.285675,0.323196,0.391128
3366,OK,,195.0,81.34451121,4.71798165,140.555556,123.6,2493.446088,54.9752683,0.00973944,4.50164695,0.027994699,0.000124845,83.6,1.6722,0.028119544,0.285675,0.323196,0.391128
