Row/Case,Status,Description,HEATER2_output_T_SP,air2_SP_m3,air2_SP,acidgas_Fm,AIRFLOW _x000D_ _x000D_ _x000D_ _x000D_ _x000D_ KMOL/HR _x000D_,ACIDGAS _x000D_ _x000D_ _x000D_ _x000D_ _x000D_ KMOL/HR _x000D_,H2S _x000D_ _x000D_ _x000D_ _x000D_ _x000D_ KMOL/HR _x000D_,SO2OUT _x000D_ _x000D_ _x000D_ _x000D_ _x000D_ KMOL/HR _x000D_,H2SOUT _x000D_ _x000D_ _x000D_ _x000D_ _x000D_ KMOL/HR _x000D_,B35_H2S,B35_SO2,acidgas_T,acidgas_P,Total_S
1,OK,,140,139.97364,8.13,121,123.6,121,47.3265353,2.52190681,0.41762181,0.00268235,0.033509569,83.6,1.6722,0.036191919
2,OK,,140,139.97364,8.13,140.5,123.6,140.5,54.953539,0.029427785,3.05432882,0.018715196,0.000374017,83.6,1.6722,0.019089213
3,OK,,140,139.97364,8.13,160,123.6,160,62.5805426,5.81E-05,10.8180232,0.061841167,6.73E-07,83.6,1.6722,0.061841841
4,OK,,140,144.0782773,8.36825385,121,123.6,121,47.3265353,2.56850224,0.41183668,0.002641199,0.034073451,83.6,1.6722,0.03671465
5,OK,,140,144.0782773,8.36825385,140.5,123.6,140.5,54.953539,0.039830394,2.96285769,0.018134036,0.000505766,83.6,1.6722,0.018639802
6,OK,,140,144.0782773,8.36825385,160,123.6,160,62.5805426,6.18E-05,10.7034122,0.061134372,7.15E-07,83.6,1.6722,0.061135087
7,OK,,140,148.1829145,8.60650769,121,123.6,121,47.3265353,2.61656424,0.405975961,0.002599676,0.034654033,83.6,1.6722,0.037253709
8,OK,,140,148.1829145,8.60650769,140.5,123.6,140.5,54.953539,0.049456834,2.89260889,0.017684894,0.000627587,83.6,1.6722,0.018312481
9,OK,,140,148.1829145,8.60650769,160,123.6,160,62.5805426,0.000549521,10.5944482,0.060462601,6.36E-06,83.6,1.6722,0.060468961
10,OK,,140,152.2875518,8.84476154,121,123.6,121,47.3265353,2.66465426,0.400286962,0.002559371,0.035232959,83.6,1.6722,0.037792329
11,OK,,140,152.2875518,8.84476154,140.5,123.6,140.5,54.953539,0.062854518,2.8076573,0.017146551,0.000796926,83.6,1.6722,0.017943477
12,OK,,140,152.2875518,8.84476154,160,123.6,160,62.5805426,6.89E-05,10.4977652,0.059856908,7.97E-07,83.6,1.6722,0.059857705
13,OK,,140,156.392189,9.08301538,121,123.6,121,47.3265353,2.71290299,0.394738524,0.002520081,0.035812003,83.6,1.6722,0.038332083
14,OK,,140,156.392189,9.08301538,140.5,123.6,140.5,54.953539,0.075633563,2.73865843,0.016705986,0.000958134,83.6,1.6722,0.01766412
15,OK,,140,156.392189,9.08301538,160,123.6,160,62.5805426,7.31E-05,10.3872437,0.059176871,8.45E-07,83.6,1.6722,0.059177716
16,OK,,140,160.4968263,9.32126923,121,123.6,121,47.3265353,2.75921533,0.389648108,0.002483838,0.036364922,83.6,1.6722,0.03884876
17,OK,,140,160.4968263,9.32126923,140.5,123.6,140.5,54.953539,0.091838749,2.66069094,0.016212098,0.00116238,83.6,1.6722,0.017374478
18,OK,,140,160.4968263,9.32126923,160,123.6,160,62.5805426,7.72E-05,10.2845643,0.058539887,8.92E-07,83.6,1.6722,0.058540779
19,OK,,140,164.6014636,9.55952308,121,123.6,121,47.3265353,2.80722757,0.384437573,0.002446931,0.036937475,83.6,1.6722,0.039384406
20,OK,,140,164.6014636,9.55952308,140.5,123.6,140.5,54.953539,0.107952483,2.59276944,0.015780052,0.001365096,83.6,1.6722,0.017145148
21,OK,,140,164.6014636,9.55952308,160,123.6,160,62.5805426,8.19E-05,10.175671,0.057870321,9.47E-07,83.6,1.6722,0.057871267
22,OK,,140,168.7061008,9.79777692,121,123.6,121,47.3265353,2.85982726,0.378713841,0.002406832,0.03756482,83.6,1.6722,0.039971652
23,OK,,140,168.7061008,9.79777692,140.5,123.6,140.5,54.953539,0.12404107,2.53229032,0.015393846,0.001567095,83.6,1.6722,0.016960942
24,OK,,140,168.7061008,9.79777692,160,123.6,160,62.5805426,8.63E-05,10.0789367,0.057263633,9.97E-07,83.6,1.6722,0.05726463
25,OK,,140,172.8107386,10.0360308,121,123.6,121,47.3265353,2.90373877,0.374393163,0.002375818,0.038082592,83.6,1.6722,0.040458411
26,OK,,140,172.8107386,10.0360308,140.5,123.6,140.5,54.953539,0.140713611,2.47682401,0.01503586,0.001775275,83.6,1.6722,0.016811135
27,OK,,140,172.8107386,10.0360308,160,123.6,160,62.5805426,9.21E-05,9.95937041,0.056542152,1.06E-06,83.6,1.6722,0.056543216
28,OK,,140,176.9153751,10.2742846,121,123.6,121,47.3265353,2.95016605,0.369855067,0.002343478,0.038628941,83.6,1.6722,0.040972419
29,OK,,140,176.9153751,10.2742846,140.5,123.6,140.5,54.953539,0.163016632,2.40457888,0.014583292,0.002055489,83.6,1.6722,0.016638782
30,OK,,140,176.9153751,10.2742846,160,123.6,160,62.5805426,9.78E-05,9.84992549,0.055872583,1.13E-06,83.6,1.6722,0.055873711
31,OK,,140,181.0200133,10.5125385,121,123.6,121,47.3265353,3.00045897,0.364871808,0.002308427,0.03922272,83.6,1.6722,0.041531147
32,OK,,140,181.0200133,10.5125385,140.5,123.6,140.5,54.953539,0.185127386,2.34139539,0.01418354,0.002331962,83.6,1.6722,0.016515502
33,OK,,140,181.0200133,10.5125385,160,123.6,160,62.5805426,0.000102901,9.75678895,0.055293922,1.19E-06,83.6,1.6722,0.055295108
34,OK,,140,185.1246497,10.7507923,121,123.6,121,47.3265353,3.05002919,0.360143787,0.002275078,0.039804835,83.6,1.6722,0.042079913
35,OK,,140,185.1246497,10.7507923,140.5,123.6,140.5,54.953539,0.192784945,2.33071911,0.014090553,0.00242237,83.6,1.6722,0.016512923
36,OK,,140,185.1246497,10.7507923,160,123.6,160,62.5805426,0.000108909,9.65344776,0.054659749,1.26E-06,83.6,1.6722,0.054661004
37,OK,,140,189.2292879,10.9890462,121,123.6,121,47.3265353,3.10040956,0.355443882,0.002241995,0.04039483,83.6,1.6722,0.042636825
38,OK,,140,189.2292879,10.9890462,140.5,123.6,140.5,54.953539,0.231234531,2.22641886,0.013454959,0.002906708,83.6,1.6722,0.016361667
39,OK,,140,189.2292879,10.9890462,160,123.6,160,62.5805426,0.000383699,9.56256051,0.054087874,4.42E-06,83.6,1.6722,0.054092292
40,OK,,140,193.3339244,11.2273,121,123.6,121,47.3265353,3.14450999,0.351672893,0.0022149,0.040906019,83.6,1.6722,0.04312092
41,OK,,140,193.3339244,11.2273,140.5,123.6,140.5,54.953539,0.228982868,2.23931367,0.013514777,0.002876428,83.6,1.6722,0.016391205
42,OK,,140,193.3339244,11.2273,160,123.6,160,62.5805426,0.000121955,9.4482939,0.053403451,1.40E-06,83.6,1.6722,0.053404855
43,OK,,140,197.4385609,11.4655538,121,123.6,121,47.3265353,3.19277408,0.34747273,0.002185159,0.041466464,83.6,1.6722,0.043651623
44,OK,,140,197.4385609,11.4655538,140.5,123.6,140.5,54.953539,0.275446379,2.13311874,0.012859791,0.00345533,83.6,1.6722,0.016315122
45,OK,,140,197.4385609,11.4655538,160,123.6,160,62.5805426,0,9.33362555,0.052710366,0,83.6,1.6722,0.052710366
46,OK,,140,201.5431991,11.7038077,121,123.6,121,47.3265353,3.24276448,0.343166432,0.002154832,0.04204631,83.6,1.6722,0.044201142
47,OK,,140,201.5431991,11.7038077,140.5,123.6,140.5,54.953539,0.322004506,2.04022597,0.012285956,0.004033797,83.6,1.6722,0.016319753
48,OK,,140,201.5431991,11.7038077,160,123.6,160,62.5805426,0.000137203,9.23610871,0.052112688,1.58E-06,83.6,1.6722,0.052114266
49,OK,,140,205.6478355,11.9420615,121,123.6,121,47.3265353,3.29050584,0.339250696,0.002127049,0.042596573,83.6,1.6722,0.044723622
50,OK,,140,205.6478355,11.9420615,140.5,123.6,140.5,54.953539,0.331801426,2.02740887,0.012193006,0.004152906,83.6,1.6722,0.016345912
51,Errors,,140,205.6478355,11.9420615,160,123.6,160,62.5805426,0.000234737,9.1123324,0.050809105,2.70E-06,83.6,1.6722,0.050811803
52,OK,,140,209.7524737,12.1803154,121,123.6,121,47.3265353,3.33955978,0.335280825,0.002098999,0.043160942,83.6,1.6722,0.045259941
53,OK,,140,209.7524737,12.1803154,140.5,123.6,140.5,54.953539,0.355414163,1.98870334,0.011945411,0.004443696,83.6,1.6722,0.016389108
54,OK,,140,209.7524737,12.1803154,160,123.6,160,62.5805426,0.000153753,9.03271963,0.050873856,1.77E-06,83.6,1.6722,0.050875623
55,OK,,140,213.8571102,12.4185692,121,123.6,121,47.3265353,3.38862062,0.331417584,0.002071693,0.043723257,83.6,1.6722,0.045794951
56,OK,,140,213.8571102,12.4185692,140.5,123.6,140.5,54.953539,0.388530296,1.93549887,0.011611675,0.004851821,83.6,1.6722,0.016463496
57,OK,,140,213.8571102,12.4185692,160,123.6,160,62.5805426,0.000161236,8.94920197,0.050355848,1.85E-06,83.6,1.6722,0.0503577
58,OK,,140,217.9617484,12.6568231,121,123.6,121,47.3265353,3.43625272,0.327801278,0.002046028,0.044267052,83.6,1.6722,0.04631308
59,OK,,140,217.9617484,12.6568231,140.5,123.6,140.5,54.953539,0.417400642,1.8889435,0.011318525,0.005206412,83.6,1.6722,0.016524937
60,OK,,140,217.9617484,12.6568231,160,123.6,160,62.5805426,0.000173686,8.8163835,0.049568465,1.99E-06,83.6,1.6722,0.049570459
61,OK,,140,222.0663848,12.8950769,121,123.6,121,47.3265353,3.48608364,0.324021347,0.002019412,0.044836037,83.6,1.6722,0.046855449
62,OK,,140,222.0663848,12.8950769,140.5,123.6,140.5,54.953539,0.447161141,1.84775276,0.011058058,0.005571215,83.6,1.6722,0.016629273
63,OK,,140,222.0663848,12.8950769,160,123.6,160,62.5805426,0.000181415,8.7394876,0.049080943,2.08E-06,83.6,1.6722,0.049083023
64,OK,,140,226.171023,13.1333308,121,123.6,121,47.3265353,3.53693384,0.320238658,0.00199284,0.04541489,83.6,1.6722,0.04740773
65,OK,,140,226.171023,13.1333308,140.5,123.6,140.5,54.953539,0.46755422,1.82574487,0.010907595,0.0058132,83.6,1.6722,0.016720795
66,OK,,140,226.171023,13.1333308,160,123.6,160,62.5805426,0.000195655,8.61346256,0.048339004,2.24E-06,83.6,1.6722,0.048341248
67,OK,,140,230.2756595,13.3715846,121,123.6,121,47.3265353,3.58433378,0.316919561,0.001969244,0.045950199,83.6,1.6722,0.047919443
68,OK,,140,230.2756595,13.3715846,140.5,123.6,140.5,54.953539,0.510808984,1.76669371,0.010546689,0.00634897,83.6,1.6722,0.016895659
69,OK,,140,230.2756595,13.3715846,160,123.6,160,62.5805426,0.000208106,8.50521962,0.047689731,2.39E-06,83.6,1.6722,0.047692116
70,OK,,140,234.3802977,13.6098385,121,123.6,121,47.3265353,3.63182861,0.313677749,0.001946183,0.046484796,83.6,1.6722,0.048430979
71,OK,,140,234.3802977,13.6098385,140.5,123.6,140.5,54.953539,0.538903262,1.73457267,0.01034191,0.006690501,83.6,1.6722,0.017032411
72,OK,,140,234.3802977,13.6098385,160,123.6,160,62.5805426,0.000218539,8.41269897,0.047127009,2.50E-06,83.6,1.6722,0.047129512
73,OK,,140,238.4849341,13.8480923,121,123.6,121,47.3265353,3.67625028,0.310813239,0.001925565,0.046981305,83.6,1.6722,0.048906871
74,OK,,140,238.4849341,13.8480923,140.5,123.6,140.5,54.953539,0.574537597,1.69445223,0.010090071,0.007123908,83.6,1.6722,0.017213979
75,OK,,140,238.4849341,13.8480923,160,123.6,160,62.5805426,0.000235903,8.2862656,0.046379234,2.70E-06,83.6,1.6722,0.046381934
76,OK,,140,242.5895723,14.0863462,121,123.6,121,47.3265353,3.73304336,0.305593042,0.001890366,0.047623747,83.6,1.6722,0.049514113
77,OK,,140,242.5895723,14.0863462,140.5,123.6,140.5,54.953539,0.609084648,1.65791196,0.009860111,0.007542882,83.6,1.6722,0.017402993
78,OK,,140,242.5895723,14.0863462,160,123.6,160,62.5805426,0.000246688,8.19216159,0.045812089,2.82E-06,83.6,1.6722,0.045814912
79,OK,,140,246.6942088,14.3246,121,123.6,121,47.3265353,3.77967031,0.302700422,0.001869686,0.048142434,83.6,1.6722,0.05001212
80,OK,,140,246.6942088,14.3246,140.5,123.6,140.5,54.953539,0.639105865,1.6285599,0.009673247,0.007905278,83.6,1.6722,0.017578526
81,OK,,140,246.6942088,14.3246,160,123.6,160,62.5805426,0.000264749,8.08631195,0.045179949,3.03E-06,83.6,1.6722,0.045182978
82,OK,,140,250.7988453,14.5628538,121,123.6,121,47.3265353,3.82977332,0.29952362,0.001847306,0.048701492,83.6,1.6722,0.050548798
83,OK,,140,250.7988453,14.5628538,140.5,123.6,140.5,54.953539,0.677927582,1.5908196,0.009437212,0.008374508,83.6,1.6722,0.01781172
84,OK,,140,250.7988453,14.5628538,160,123.6,160,62.5805426,0.000280757,7.98768857,0.044588513,3.21E-06,83.6,1.6722,0.044591722
85,OK,,140,254.9034835,14.8011077,121,123.6,121,47.3265353,3.87908676,0.296501298,0.001825945,0.049249186,83.6,1.6722,0.05107513
86,OK,,140,254.9034835,14.8011077,140.5,123.6,140.5,54.953539,0.710889304,1.56127691,0.009250217,0.008770978,83.6,1.6722,0.018021195
87,OK,,140,254.9034835,14.8011077,160,123.6,160,62.5805426,0.000298184,7.88410537,0.04397096,3.41E-06,83.6,1.6722,0.043974367
88,OK,,140,259.0081199,15.0393615,121,123.6,121,47.3265353,3.930762,0.293332882,0.001803732,0.049822854,83.6,1.6722,0.051626586
89,OK,,140,259.0081199,15.0393615,140.5,123.6,140.5,54.953539,0.749889697,1.52989214,0.0090507,0.009238698,83.6,1.6722,0.018289398
90,OK,,140,259.0081199,15.0393615,160,123.6,160,62.5805426,0.000302293,7.84107881,0.04368416,3.45E-06,83.6,1.6722,0.043687612
91,OK,,140,263.1127581,15.2776154,121,123.6,121,47.3265353,3.97881921,0.290572334,0.001784108,0.05035205,83.6,1.6722,0.052136158
92,OK,,140,263.1127581,15.2776154,140.5,123.6,140.5,54.953539,0.783381077,1.50264958,0.008878219,0.009639432,83.6,1.6722,0.018517651
93,OK,,140,263.1127581,15.2776154,160,123.6,160,62.5805426,0.000335358,7.68529361,0.042784531,3.83E-06,83.6,1.6722,0.042788359
94,OK,,140,267.2173946,15.5158692,121,123.6,121,47.3265353,4.02966009,0.287628427,0.001763398,0.050911989,83.6,1.6722,0.052675387
95,OK,,140,267.2173946,15.5158692,140.5,123.6,140.5,54.953539,0.820558642,1.47319666,0.008693105,0.010083836,83.6,1.6722,0.018776941
96,OK,,140,267.2173946,15.5158692,160,123.6,160,62.5805426,0.000353252,7.55269545,0.042012179,4.03E-06,83.6,1.6722,0.04201621
97,OK,,140,271.3220328,15.7541231,121,123.6,121,47.3265353,4.07728142,0.285032362,0.001744899,0.051432729,83.6,1.6722,0.053177627
98,OK,,140,271.3220328,15.7541231,140.5,123.6,140.5,54.953539,0.857922473,1.44491644,0.008515362,0.010529404,83.6,1.6722,0.019044765
99,OK,,140,271.3220328,15.7541231,160,123.6,160,62.5805426,0.000677514,7.46737419,0.041498222,7.73E-06,83.6,1.6722,0.041505948
100,OK,,140,275.4266692,15.9923769,121,123.6,121,47.3265353,4.12890304,0.282150229,0.001724682,0.051998428,83.6,1.6722,0.05372311
101,OK,,140,275.4266692,15.9923769,140.5,123.6,140.5,54.953539,0.89603858,1.41727723,0.008341799,0.01098285,83.6,1.6722,0.019324649
102,OK,,140,275.4266692,15.9923769,160,123.6,160,62.5805426,0.000411822,7.34160658,0.040765339,4.69E-06,83.6,1.6722,0.040770034
103,OK,,140,279.5313074,16.2306308,121,123.6,121,47.3265353,4.17656128,0.279686665,0.001707087,0.052515183,83.6,1.6722,0.05422227
104,OK,,140,279.5313074,16.2306308,140.5,123.6,140.5,54.953539,0.933297701,1.39160629,0.008180164,0.011424581,83.6,1.6722,0.019604744
105,OK,,140,279.5313074,16.2306308,160,123.6,160,62.5805426,0,7.25965776,0.040271193,0,83.6,1.6722,0.040271193
106,OK,,140,283.6359439,16.4688846,121,123.6,121,47.3265353,4.22610998,0.277098674,0.001688792,0.053053631,83.6,1.6722,0.054742422
107,OK,,140,283.6359439,16.4688846,140.5,123.6,140.5,54.953539,0.971098853,1.3665256,0.008022463,0.011871962,83.6,1.6722,0.019894424
108,OK,,140,283.6359439,16.4688846,160,123.6,160,62.5805426,0.000465685,7.14705968,0.03961231,5.30E-06,83.6,1.6722,0.039617613
109,OK,,140,287.7405821,16.7071385,121,123.6,121,47.3265353,4.27764682,0.274423171,0.001669993,0.053612134,83.6,1.6722,0.055282126
110,OK,,140,287.7405821,16.7071385,140.5,123.6,140.5,54.953539,1.00546097,1.34516268,0.007886862,0.012276582,83.6,1.6722,0.020163444
111,OK,,140,287.7405821,16.7071385,160,123.6,160,62.5805426,0.000347935,7.01958638,0.038873296,3.96E-06,83.6,1.6722,0.038877256
112,OK,,140,291.8452185,16.9453923,121,123.6,121,47.3265353,4.3258916,0.272061637,0.001653183,0.054131748,83.6,1.6722,0.055784931
113,OK,,140,291.8452185,16.9453923,140.5,123.6,140.5,54.953539,1.04770317,1.3187629,0.007722152,0.012774885,83.6,1.6722,0.020497037
114,OK,,140,291.8452185,16.9453923,160,123.6,160,62.5805426,0.001305339,6.9506051,0.03845307,1.48E-05,83.6,1.6722,0.038467918
115,OK,,140,295.9498567,17.1836462,121,123.6,121,47.3265353,4.3768831,0.269524417,0.001635346,0.054681609,83.6,1.6722,0.056316955
116,OK,,140,295.9498567,17.1836462,140.5,123.6,140.5,54.953539,1.08724715,1.29540239,0.007575628,0.013239595,83.6,1.6722,0.020815223
117,OK,,140,295.9498567,17.1836462,160,123.6,160,62.5805426,0.000553926,6.84232368,0.037817137,6.30E-06,83.6,1.6722,0.037823433
118,OK,,140,300.0544932,17.4219,121,123.6,121,47.3265353,4.42676436,0.267129402,0.001618421,0.055216444,83.6,1.6722,0.056834865
119,OK,,140,300.0544932,17.4219,140.5,123.6,140.5,54.953539,1.12673444,1.27304163,0.007435267,0.013702257,83.6,1.6722,0.021137524
120,OK,,140,300.0544932,17.4219,160,123.6,160,62.5805426,0.000603729,6.73859342,0.037213648,6.86E-06,83.6,1.6722,0.037220508
121,OK,,142.564103,139.97364,8.13,121,123.6,121,47.3265353,2.49907615,0.374209578,0.002403874,0.033221516,83.6,1.6722,0.03562539
122,OK,,142.564103,139.97364,8.13,140.5,123.6,140.5,54.953539,0.020047671,3.03522485,0.018599274,0.000254845,83.6,1.6722,0.018854119
123,OK,,142.564103,139.97364,8.13,160,123.6,160,62.5805426,6.63E-05,10.835292,0.061925609,7.68E-07,83.6,1.6722,0.061926377
124,OK,,142.564103,144.0782773,8.36825385,121,123.6,121,47.3265353,2.54702717,0.368568744,0.002364053,0.033803263,83.6,1.6722,0.036167316
125,OK,,142.564103,144.0782773,8.36825385,140.5,123.6,140.5,54.953539,0.027428659,2.94998425,0.018057104,0.000348414,83.6,1.6722,0.018405518
126,OK,,142.564103,144.0782773,8.36825385,160,123.6,160,62.5805426,7.11E-05,10.7026425,0.061131308,8.23E-07,83.6,1.6722,0.061132131
127,OK,,142.564103,148.1829145,8.60650769,121,123.6,121,47.3265353,2.59512341,0.36307675,0.002325303,0.034384962,83.6,1.6722,0.036710265
128,OK,,142.564103,148.1829145,8.60650769,140.5,123.6,140.5,54.953539,0.036375303,2.86619344,0.017524874,0.000461705,83.6,1.6722,0.017986579
129,OK,,142.564103,148.1829145,8.60650769,160,123.6,160,62.5805426,7.55E-05,10.5885058,0.060430351,8.74E-07,83.6,1.6722,0.060431225
130,OK,,142.564103,152.2875518,8.84476154,121,123.6,121,47.3265353,2.64276931,0.357821307,0.00228818,0.034958981,83.6,1.6722,0.037247161
131,OK,,142.564103,152.2875518,8.84476154,140.5,123.6,140.5,54.953539,0.046827096,2.78501008,0.017009554,0.000593893,83.6,1.6722,0.017603448
132,OK,,142.564103,152.2875518,8.84476154,160,123.6,160,62.5805426,7.90E-05,10.5054271,0.059897645,9.14E-07,83.6,1.6722,0.059898558
133,OK,,142.564103,156.392189,9.08301538,121,123.6,121,47.3265353,2.69181464,0.352515658,0.002250838,0.03554871,83.6,1.6722,0.037799548
134,OK,,142.564103,156.392189,9.08301538,140.5,123.6,140.5,54.953539,0.05881865,2.70627763,0.016510179,0.000745363,83.6,1.6722,0.017255542
135,OK,,142.564103,156.392189,9.08301538,160,123.6,160,62.5805426,8.48E-05,10.3719492,0.059089297,9.80E-07,83.6,1.6722,0.059090277
136,OK,,142.564103,160.4968263,9.32126923,121,123.6,121,47.3265353,2.7354199,0.348147813,0.002219616,0.036068377,83.6,1.6722,0.038287993
137,OK,,142.564103,160.4968263,9.32126923,140.5,123.6,140.5,54.953539,0.072450088,2.62934985,0.016022796,0.000917318,83.6,1.6722,0.016940114
138,OK,,142.564103,160.4968263,9.32126923,160,123.6,160,62.5805426,8.88E-05,10.2853175,0.058544,1.03E-06,83.6,1.6722,0.058545027
139,OK,,142.564103,164.6014636,9.55952308,121,123.6,121,47.3265353,2.78727913,0.342736825,0.002181804,0.036689733,83.6,1.6722,0.038871537
140,OK,,142.564103,164.6014636,9.55952308,140.5,123.6,140.5,54.953539,0.0876499,2.55474374,0.015550528,0.001108794,83.6,1.6722,0.016659322
141,OK,,142.564103,164.6014636,9.55952308,160,123.6,160,62.5805426,9.39E-05,10.181154,0.057900552,1.09E-06,83.6,1.6722,0.057901637
142,OK,,142.564103,168.7061008,9.79777692,121,123.6,121,47.3265353,2.83454402,0.338130089,0.002149229,0.037251271,83.6,1.6722,0.0394005
143,OK,,142.564103,168.7061008,9.79777692,140.5,123.6,140.5,54.953539,0.103592842,2.4861238,0.015115378,0.001309284,83.6,1.6722,0.016424662
144,OK,,142.564103,168.7061008,9.79777692,160,123.6,160,62.5805426,9.74E-05,10.1139836,0.057449933,1.12E-06,83.6,1.6722,0.057451057
145,OK,,142.564103,172.8107386,10.0360308,121,123.6,121,47.3265353,2.88443096,0.336055487,0.002132807,0.037843978,83.6,1.6722,0.039976785
146,OK,,142.564103,172.8107386,10.0360308,140.5,123.6,140.5,54.953539,0.121834136,2.41586532,0.014671364,0.001538393,83.6,1.6722,0.016209757
147,OK,,142.564103,172.8107386,10.0360308,160,123.6,160,62.5805426,0.000105274,9.96955996,0.056598412,1.22E-06,83.6,1.6722,0.056599627
148,OK,,142.564103,176.9153751,10.2742846,121,123.6,121,47.3265353,2.93112283,0.33177459,0.002102457,0.03839419,83.6,1.6722,0.040496647
149,OK,,142.564103,176.9153751,10.2742846,140.5,123.6,140.5,54.953539,0.139741173,2.35461884,0.014282534,0.001762804,83.6,1.6722,0.016045339
150,OK,,142.564103,176.9153751,10.2742846,160,123.6,160,62.5805426,0.000111137,9.86991237,0.055982322,1.28E-06,83.6,1.6722,0.055983604
151,OK,,142.564103,181.0200133,10.5125385,121,123.6,121,47.3265353,2.98156989,0.327099702,0.002069713,0.038990478,83.6,1.6722,0.04106019
152,OK,,142.564103,181.0200133,10.5125385,140.5,123.6,140.5,54.953539,0.16114036,2.2878464,0.013860888,0.002030583,83.6,1.6722,0.015891471
153,OK,,142.564103,181.0200133,10.5125385,160,123.6,160,62.5805426,0.000188201,9.76221595,0.055323724,2.17E-06,83.6,1.6722,0.055325894
154,OK,,142.564103,185.1246497,10.7507923,121,123.6,121,47.3265353,3.03183859,0.325478203,0.00205633,0.039581707,83.6,1.6722,0.041638037
155,OK,,142.564103,185.1246497,10.7507923,140.5,123.6,140.5,54.953539,0.181193437,2.2313132,0.013502879,0.002281222,83.6,1.6722,0.015784101
156,OK,,142.564103,185.1246497,10.7507923,160,123.6,160,62.5805426,0.000124571,9.66023381,0.054697194,1.44E-06,83.6,1.6722,0.05469863
157,Errors,,142.564103,189.2292879,10.9890462,121,123.6,121,47.3265353,2.7696535,0.362529276,0.002288131,0.036298971,83.6,1.6722,0.038587102
158,OK,,142.564103,189.2292879,10.9890462,140.5,123.6,140.5,54.953539,0.202835793,2.17545231,0.013149121,0.002551098,83.6,1.6722,0.015700219
159,OK,,142.564103,189.2292879,10.9890462,160,123.6,160,62.5805426,0.000153932,9.56152571,0.054089567,1.77E-06,83.6,1.6722,0.05409134
160,OK,,142.564103,193.3339244,11.2273,121,123.6,121,47.3265353,3.12824326,0.317303459,0.001998655,0.040707605,83.6,1.6722,0.042706261
161,OK,,142.564103,193.3339244,11.2273,140.5,123.6,140.5,54.953539,0.227287801,2.11702081,0.012780736,0.002855613,83.6,1.6722,0.015636349
162,OK,,142.564103,193.3339244,11.2273,160,123.6,160,62.5805426,0.000140884,9.43559179,0.053333772,1.62E-06,83.6,1.6722,0.053335394
163,OK,,142.564103,197.4385609,11.4655538,121,123.6,121,47.3265353,3.17629118,0.313397689,0.001971087,0.041265902,83.6,1.6722,0.043236989
164,OK,,142.564103,197.4385609,11.4655538,140.5,123.6,140.5,54.953539,0.249692094,2.06839671,0.012472054,0.003133849,83.6,1.6722,0.015605903
165,OK,,142.564103,197.4385609,11.4655538,160,123.6,160,62.5805426,0.000145129,9.38287174,0.052980546,1.67E-06,83.6,1.6722,0.052982216
166,OK,,142.564103,201.5431991,11.7038077,121,123.6,121,47.3265353,3.22533613,0.309478461,0.001943513,0.041834692,83.6,1.6722,0.043778205
167,OK,,142.564103,201.5431991,11.7038077,140.5,123.6,140.5,54.953539,0.274725474,2.01745285,0.012150183,0.003444339,83.6,1.6722,0.015594522
168,OK,,142.564103,201.5431991,11.7038077,160,123.6,160,62.5805426,0.000156891,9.24134861,0.052141275,1.80E-06,83.6,1.6722,0.052143079
169,OK,,142.564103,205.6478355,11.9420615,121,123.6,121,47.3265353,3.27375298,0.305738449,0.001917142,0.04239372,83.6,1.6722,0.044310862
170,OK,,142.564103,205.6478355,11.9420615,140.5,123.6,140.5,54.953539,0.278521976,2.01553337,0.01212277,0.003489234,83.6,1.6722,0.015612004
171,OK,,142.564103,205.6478355,11.9420615,160,123.6,160,62.5805426,0.000167032,9.12848121,0.051460206,1.92E-06,83.6,1.6722,0.051462126
172,OK,,142.564103,209.7524737,12.1803154,121,123.6,121,47.3265353,3.32316418,0.30198891,0.001890782,0.042962927,83.6,1.6722,0.044853708
173,OK,,142.564103,209.7524737,12.1803154,140.5,123.6,140.5,54.953539,0.330838748,1.91477181,0.011503824,0.004138488,83.6,1.6722,0.015642312
174,OK,,142.564103,209.7524737,12.1803154,160,123.6,160,62.5805426,0.000177806,9.01664829,0.050786863,2.04E-06,83.6,1.6722,0.050788906
175,OK,,142.564103,213.8571102,12.4185692,121,123.6,121,47.3265353,3.37211119,0.298392305,0.001865453,0.043524372,83.6,1.6722,0.045389825
176,OK,,142.564103,213.8571102,12.4185692,140.5,123.6,140.5,54.953539,0.35694701,1.8724807,0.01123586,0.004460126,83.6,1.6722,0.015695986
177,OK,,142.564103,213.8571102,12.4185692,160,123.6,160,62.5805426,0.000184524,8.95124794,0.050366572,2.12E-06,83.6,1.6722,0.050368691
178,OK,,142.564103,217.9617484,12.6568231,121,123.6,121,47.3265353,3.42047983,0.294888732,0.001840791,0.044077571,83.6,1.6722,0.045918362
179,OK,,142.564103,217.9617484,12.6568231,140.5,123.6,140.5,54.953539,0.386994381,1.82613247,0.010944306,0.00482995,83.6,1.6722,0.015774256
180,OK,,142.564103,217.9617484,12.6568231,160,123.6,160,62.5805426,0.000201032,8.79753851,0.04946548,2.31E-06,83.6,1.6722,0.049467787
181,OK,,142.564103,222.0663848,12.8950769,121,123.6,121,47.3265353,3.4711081,0.291282666,0.001815559,0.044656644,83.6,1.6722,0.046472202
182,OK,,142.564103,222.0663848,12.8950769,140.5,123.6,140.5,54.953539,0.422468817,1.77420026,0.010620268,0.005266249,83.6,1.6722,0.015886517
