Row/Case,Status,Description,HEATER2_output_T_SP,air2_SP_m3,air2_SP,acidgas_Fm,AIRFLOW _x000D_ _x000D_ _x000D_ _x000D_ _x000D_ KMOL/HR _x000D_,ACIDGAS _x000D_ _x000D_ _x000D_ _x000D_ _x000D_ KMOL/HR _x000D_,H2S _x000D_ _x000D_ _x000D_ _x000D_ _x000D_ KMOL/HR _x000D_,SO2OUT _x000D_ _x000D_ _x000D_ _x000D_ _x000D_ KMOL/HR _x000D_,H2SOUT _x000D_ _x000D_ _x000D_ _x000D_ _x000D_ KMOL/HR _x000D_,B35_H2S,B35_SO2,acidgas_T,acidgas_P,Total_S
2541,OK,,193.846154,164.6014636,9.55952308,160,123.6,160,62.5805426,0.001134149,10.1864519,0.057929668,1.31E-05,83.6,1.6722,0.05794277
2542,OK,,193.846154,168.7061008,9.79777692,121,123.6,121,47.3265353,2.77928179,0.226330258,0.001439135,0.036565557,83.6,1.6722,0.038004692
2543,OK,,193.846154,168.7061008,9.79777692,140.5,123.6,140.5,54.953539,0.064711687,2.40432599,0.014621834,0.000818493,83.6,1.6722,0.015440327
2544,OK,,193.846154,168.7061008,9.79777692,160,123.6,160,62.5805426,0.001199296,10.0700917,0.057219866,1.38E-05,83.6,1.6722,0.057233714
2545,OK,,193.846154,172.8107386,10.0360308,121,123.6,121,47.3265353,2.82883679,0.223193479,0.001417043,0.037155955,83.6,1.6722,0.038572998
2546,OK,,193.846154,172.8107386,10.0360308,140.5,123.6,140.5,54.953539,0.072154533,2.31476008,0.01406187,0.000911967,83.6,1.6722,0.014973837
2547,OK,,193.846154,172.8107386,10.0360308,160,123.6,160,62.5805426,0.001260255,9.9732341,0.056611691,1.45E-05,83.6,1.6722,0.056626232
2548,OK,,193.846154,176.9153751,10.2742846,121,123.6,121,47.3265353,2.87540198,0.220347969,0.00139686,0.03770628,83.6,1.6722,0.03910314
2549,OK,,193.846154,176.9153751,10.2742846,140.5,123.6,140.5,54.953539,0.073899798,2.29641516,0.01393264,0.000933333,83.6,1.6722,0.014865974
2550,OK,,193.846154,176.9153751,10.2742846,160,123.6,160,62.5805426,0.00131016,9.89689399,0.056130479,1.51E-05,83.6,1.6722,0.056145591
2551,OK,,193.846154,181.0200133,10.5125385,121,123.6,121,47.3265353,2.92664408,0.217265232,0.001375236,0.038314168,83.6,1.6722,0.039689404
2552,OK,,193.846154,181.0200133,10.5125385,140.5,123.6,140.5,54.953539,0.089319775,2.15014985,0.013032943,0.001127196,83.6,1.6722,0.014160139
2553,OK,,193.846154,181.0200133,10.5125385,160,123.6,160,62.5805426,0.001407636,9.75164268,0.055264497,1.62E-05,83.6,1.6722,0.055280726
2554,OK,,193.846154,185.1246497,10.7507923,121,123.6,121,47.3265353,2.97571513,0.214408325,0.001355102,0.038892414,83.6,1.6722,0.040247516
2555,OK,,193.846154,185.1246497,10.7507923,140.5,123.6,140.5,54.953539,0.099705751,2.06847397,0.012523923,0.001257263,83.6,1.6722,0.013781185
2556,OK,,193.846154,185.1246497,10.7507923,160,123.6,160,62.5805426,0.001470266,9.66568823,0.054727257,1.69E-05,83.6,1.6722,0.054744201
2557,OK,,193.846154,189.2292879,10.9890462,121,123.6,121,47.3265353,3.02680781,0.211505635,0.001334728,0.039493523,83.6,1.6722,0.040828252
2558,OK,,193.846154,189.2292879,10.9890462,140.5,123.6,140.5,54.953539,0.111365602,1.99050357,0.012038273,0.001403131,83.6,1.6722,0.013441404
2559,OK,,193.846154,189.2292879,10.9890462,160,123.6,160,62.5805426,0.00155879,9.54888645,0.054020374,1.80E-05,83.6,1.6722,0.054038329
2560,OK,,193.846154,193.3339244,11.2273,121,123.6,121,47.3265353,3.07363198,0.208931969,0.001316506,0.040040313,83.6,1.6722,0.041356819
2561,OK,,193.846154,193.3339244,11.2273,140.5,123.6,140.5,54.953539,0.124319773,1.91441005,0.011564989,0.001565023,83.6,1.6722,0.013130011
2562,OK,,193.846154,193.3339244,11.2273,160,123.6,160,62.5805426,0.001738183,9.44946753,0.053409894,2.00E-05,83.6,1.6722,0.053429905
2563,OK,,193.846154,197.4385609,11.4655538,121,123.6,121,47.3265353,3.12560733,0.206124421,0.001296846,0.040648424,83.6,1.6722,0.041945271
2564,OK,,193.846154,197.4385609,11.4655538,140.5,123.6,140.5,54.953539,0.13816588,1.84325954,0.011122421,0.001737819,83.6,1.6722,0.01286024
2565,OK,,193.846154,197.4385609,11.4655538,160,123.6,160,62.5805426,0.001740574,9.36412423,0.052877637,2.00E-05,83.6,1.6722,0.052897665
2566,OK,,193.846154,201.5431991,11.7038077,121,123.6,121,47.3265353,3.17242698,0.203680839,0.001279551,0.041191528,83.6,1.6722,0.042471078
2567,OK,,193.846154,201.5431991,11.7038077,140.5,123.6,140.5,54.953539,0.155445851,1.7660412,0.010644413,0.001953374,83.6,1.6722,0.012597786
2568,OK,,193.846154,201.5431991,11.7038077,160,123.6,160,62.5805426,0.001817946,9.24721676,0.052173464,2.09E-05,83.6,1.6722,0.052194373
2569,OK,,193.846154,205.6478355,11.9420615,121,123.6,121,47.3265353,3.22145888,0.201175734,0.001261909,0.041759651,83.6,1.6722,0.04302156
2570,OK,,193.846154,205.6478355,11.9420615,140.5,123.6,140.5,54.953539,0.171193652,1.70469834,0.010262633,0.002149302,83.6,1.6722,0.012411935
2571,OK,,193.846154,205.6478355,11.9420615,160,123.6,160,62.5805426,0.001931285,9.12775392,0.051456236,2.22E-05,83.6,1.6722,0.051478438
2572,OK,,193.846154,209.7524737,12.1803154,121,123.6,121,47.3265353,3.2710251,0.198703902,0.001244525,0.042332328,83.6,1.6722,0.043576853
2573,OK,,193.846154,209.7524737,12.1803154,140.5,123.6,140.5,54.953539,0.190639648,1.63773093,0.009847999,0.002391121,83.6,1.6722,0.01223912
2574,OK,,193.846154,209.7524737,12.1803154,160,123.6,160,62.5805426,0.002026477,9.0351943,0.050887446,2.33E-05,83.6,1.6722,0.050910729
2575,OK,,193.846154,213.8571102,12.4185692,121,123.6,121,47.3265353,3.3210354,0.196271613,0.001227435,0.042908256,83.6,1.6722,0.044135691
2576,OK,,193.846154,213.8571102,12.4185692,140.5,123.6,140.5,54.953539,0.210170103,1.57845718,0.009480357,0.002633501,83.6,1.6722,0.012113859
2577,OK,,193.846154,213.8571102,12.4185692,160,123.6,160,62.5805426,0.002130932,8.93762302,0.050292053,2.45E-05,83.6,1.6722,0.050316524
2578,OK,,193.846154,217.9617484,12.6568231,121,123.6,121,47.3265353,3.37215081,0.193837835,0.001210389,0.043496243,83.6,1.6722,0.044706631
2579,OK,,193.846154,217.9617484,12.6568231,140.5,123.6,140.5,54.953539,0.231676895,1.51893768,0.009112059,0.002900057,83.6,1.6722,0.012012116
2580,OK,,193.846154,217.9617484,12.6568231,160,123.6,160,62.5805426,0.00226674,8.81859473,0.049578897,2.60E-05,83.6,1.6722,0.049604913
2581,OK,,193.846154,222.0663848,12.8950769,121,123.6,121,47.3265353,3.42036811,0.191606301,0.001194667,0.044047635,83.6,1.6722,0.045242303
2582,OK,,193.846154,222.0663848,12.8950769,140.5,123.6,140.5,54.953539,0.256065649,1.46035842,0.008750268,0.003202002,83.6,1.6722,0.011952269
2583,OK,,193.846154,222.0663848,12.8950769,160,123.6,160,62.5805426,0.002352992,8.74754285,0.049122544,2.70E-05,83.6,1.6722,0.049149526
2584,OK,,193.846154,226.171023,13.1333308,121,123.6,121,47.3265353,3.46963151,0.189379063,0.001179009,0.044609235,83.6,1.6722,0.045788244
2585,OK,,193.846154,226.171023,13.1333308,140.5,123.6,140.5,54.953539,0.278590289,1.41202489,0.008450401,0.00348005,83.6,1.6722,0.011930452
2586,OK,,193.846154,226.171023,13.1333308,160,123.6,160,62.5805426,0.002525936,8.61789943,0.048363138,2.90E-05,83.6,1.6722,0.048392102
2587,OK,,193.846154,230.2756595,13.3715846,121,123.6,121,47.3265353,3.51944677,0.187177573,0.001163554,0.045175654,83.6,1.6722,0.046339208
2588,OK,,193.846154,230.2756595,13.3715846,140.5,123.6,140.5,54.953539,0.306480549,1.35798395,0.008117189,0.003824154,83.6,1.6722,0.011941342
2589,OK,,193.846154,230.2756595,13.3715846,160,123.6,160,62.5805426,0.002680882,8.50400932,0.047683163,3.07E-05,83.6,1.6722,0.047713888
2590,OK,,193.846154,234.3802977,13.6098385,121,123.6,121,47.3265353,3.56803057,0.185085128,0.001148825,0.04572538,83.6,1.6722,0.046874205
2591,Errors,,193.846154,234.3802977,13.6098385,140.5,123.6,140.5,54.953539,0.192350132,1.65550837,0.009868573,0.002403564,83.6,1.6722,0.012272136
2592,OK,,193.846154,234.3802977,13.6098385,160,123.6,160,62.5805426,0.002831403,8.40031953,0.047060332,3.24E-05,83.6,1.6722,0.047092767
2593,OK,,193.846154,238.4849341,13.8480923,121,123.6,121,47.3265353,3.62016804,0.182876925,0.001133409,0.046315775,83.6,1.6722,0.047449184
2594,OK,,193.846154,238.4849341,13.8480923,140.5,123.6,140.5,54.953539,0.361059687,1.26744388,0.007557414,0.004495086,83.6,1.6722,0.0120525
2595,OK,,193.846154,238.4849341,13.8480923,160,123.6,160,62.5805426,0.002982662,8.30185317,0.046466034,3.41E-05,83.6,1.6722,0.046500183
2596,OK,,193.846154,242.5895723,14.0863462,121,123.6,121,47.3265353,3.66981042,0.18083154,0.001119057,0.046874636,83.6,1.6722,0.047993693
2597,OK,,193.846154,242.5895723,14.0863462,140.5,123.6,140.5,54.953539,0.391064602,1.22422288,0.007290705,0.004862969,83.6,1.6722,0.012153674
2598,OK,,193.846154,242.5895723,14.0863462,160,123.6,160,62.5805426,0.003169507,8.18726954,0.045785425,3.63E-05,83.6,1.6722,0.045821696
2599,OK,,193.846154,246.6942088,14.3246,121,123.6,121,47.3265353,3.71830225,0.178886512,0.001105364,0.047417327,83.6,1.6722,0.048522691
2600,OK,,193.846154,246.6942088,14.3246,140.5,123.6,140.5,54.953539,0.422927728,1.18239351,0.007032833,0.005252836,83.6,1.6722,0.012285669
2601,OK,,193.846154,246.6942088,14.3246,160,123.6,160,62.5805426,0.003346239,8.08594149,0.045177682,3.83E-05,83.6,1.6722,0.045215955
2602,OK,,193.846154,250.7988453,14.5628538,121,123.6,121,47.3265353,3.76858919,0.176901947,0.001091468,0.047980354,83.6,1.6722,0.049071822
2603,OK,,193.846154,250.7988453,14.5628538,140.5,123.6,140.5,54.953539,0.456304051,1.14234455,0.006786159,0.005660444,83.6,1.6722,0.012446604
2604,OK,,193.846154,250.7988453,14.5628538,160,123.6,160,62.5805426,0.003526778,7.98284896,0.04456216,4.03E-05,83.6,1.6722,0.044602479
2605,OK,,193.846154,254.9034835,14.8011077,121,123.6,121,47.3265353,3.81831857,0.174985669,0.001078034,0.048534767,83.6,1.6722,0.049612801
2606,OK,,193.846154,254.9034835,14.8011077,140.5,123.6,140.5,54.953539,0.482609651,1.11341114,0.00660595,0.005980124,83.6,1.6722,0.012586074
2607,OK,,193.846154,254.9034835,14.8011077,160,123.6,160,62.5805426,0.003717731,7.89094579,0.044008234,4.25E-05,83.6,1.6722,0.044050714
2608,OK,,193.846154,259.0081199,15.0393615,121,123.6,121,47.3265353,3.87104448,0.172988388,0.001064131,0.049122649,83.6,1.6722,0.05018678
2609,OK,,193.846154,259.0081199,15.0393615,140.5,123.6,140.5,54.953539,0.521394795,1.07960159,0.006395793,0.006451314,83.6,1.6722,0.012847107
2610,OK,,193.846154,259.0081199,15.0393615,160,123.6,160,62.5805426,0.003712062,7.86352812,0.043804904,4.24E-05,83.6,1.6722,0.04384729
2611,OK,,193.846154,263.1127581,15.2776154,121,123.6,121,47.3265353,3.92066734,0.171161668,0.001051325,0.049671966,83.6,1.6722,0.05072329
2612,OK,,193.846154,263.1127581,15.2776154,140.5,123.6,140.5,54.953539,0.551793629,1.05084789,0.006217565,0.006819368,83.6,1.6722,0.013036934
2613,OK,,193.846154,263.1127581,15.2776154,160,123.6,160,62.5805426,0.004164198,7.68222111,0.042766054,4.75E-05,83.6,1.6722,0.042813583
2614,OK,,193.846154,267.2173946,15.5158692,121,123.6,121,47.3265353,3.96970051,0.169395768,0.001038929,0.050212363,83.6,1.6722,0.051251292
2615,OK,,193.846154,267.2173946,15.5158692,140.5,123.6,140.5,54.953539,0.590373874,1.01673776,0.006008118,0.007286546,83.6,1.6722,0.013294665
2616,OK,,193.846154,267.2173946,15.5158692,160,123.6,160,62.5805426,0.004427148,7.57083681,0.042110446,5.05E-05,83.6,1.6722,0.042160955
2617,OK,,193.846154,271.3220328,15.7541231,121,123.6,121,47.3265353,4.01924297,0.167643582,0.001026655,0.05075733,83.6,1.6722,0.051783985
2618,OK,,193.846154,271.3220328,15.7541231,140.5,123.6,140.5,54.953539,0.630613498,0.983882185,0.005806583,0.007772773,83.6,1.6722,0.013579356
2619,OK,,193.846154,271.3220328,15.7541231,160,123.6,160,62.5805426,0.004699745,7.47713693,0.041551312,5.36E-05,83.6,1.6722,0.041604904
2620,OK,,193.846154,275.4266692,15.9923769,121,123.6,121,47.3265353,4.06717396,0.165990489,0.001015025,0.051281467,83.6,1.6722,0.052296492
2621,OK,,193.846154,275.4266692,15.9923769,140.5,123.6,140.5,54.953539,0.66580488,0.957312173,0.005642555,0.008196166,83.6,1.6722,0.013838721
2622,OK,,193.846154,275.4266692,15.9923769,160,123.6,160,62.5805426,0.004963552,7.41886907,0.041171421,5.65E-05,83.6,1.6722,0.041227945
2623,OK,,193.846154,279.5313074,16.2306308,121,123.6,121,47.3265353,4.11882065,0.164235981,0.001002793,0.051846539,83.6,1.6722,0.052849332
2624,OK,,193.846154,279.5313074,16.2306308,140.5,123.6,140.5,54.953539,0.703551237,0.930623019,0.005478183,0.008649393,83.6,1.6722,0.014127577
2625,OK,,193.846154,279.5313074,16.2306308,160,123.6,160,62.5805426,0.005228508,7.27166143,0.040336551,5.96E-05,83.6,1.6722,0.040396112
2626,OK,,193.846154,283.6359439,16.4688846,121,123.6,121,47.3265353,4.16707863,0.162636118,0.000991559,0.052371505,83.6,1.6722,0.053363064
2627,OK,,193.846154,283.6359439,16.4688846,140.5,123.6,140.5,54.953539,0.743019803,0.904475698,0.005317446,0.009122526,83.6,1.6722,0.014439972
2628,OK,,193.846154,283.6359439,16.4688846,160,123.6,160,62.5805426,0.005560872,7.16179482,0.039692023,6.33E-05,83.6,1.6722,0.039755336
2629,OK,,193.846154,287.7405821,16.7071385,121,123.6,121,47.3265353,4.21554363,0.161066671,0.000980533,0.052896095,83.6,1.6722,0.053876628
2630,OK,,193.846154,287.7405821,16.7071385,140.5,123.6,140.5,54.953539,0.775199649,0.88460178,0.00519389,0.009505926,83.6,1.6722,0.014699815
2631,OK,,193.846154,287.7405821,16.7071385,160,123.6,160,62.5805426,0.005711225,7.11622813,0.039397584,6.50E-05,83.6,1.6722,0.039462572
2632,OK,,193.846154,291.8452185,16.9453923,121,123.6,121,47.3265353,4.26951004,0.159329812,0.000968513,0.053483734,83.6,1.6722,0.054452247
2633,OK,,193.846154,291.8452185,16.9453923,140.5,123.6,140.5,54.953539,0.81803011,0.859378198,0.005039287,0.010017267,83.6,1.6722,0.015056554
2634,OK,,193.846154,291.8452185,16.9453923,160,123.6,160,62.5805426,0.006272317,6.9497265,0.038448176,7.13E-05,83.6,1.6722,0.038519518
2635,OK,,193.846154,295.9498567,17.1836462,121,123.6,121,47.3265353,4.32541823,0.157561119,0.000956331,0.054092038,83.6,1.6722,0.055048368
2636,OK,,193.846154,295.9498567,17.1836462,140.5,123.6,140.5,54.953539,0.858490869,0.837076028,0.004902182,0.010498657,83.6,1.6722,0.015400839
2637,OK,,193.846154,295.9498567,17.1836462,160,123.6,160,62.5805426,0.00661822,6.85547909,0.037891787,7.52E-05,83.6,1.6722,0.037967025
2638,OK,,193.846154,300.0544932,17.4219,121,123.6,121,47.3265353,4.37213532,0.156145734,0.000946348,0.054591816,83.6,1.6722,0.055538164
2639,OK,,193.846154,300.0544932,17.4219,140.5,123.6,140.5,54.953539,0.89991571,0.815574052,0.004770071,0.010990239,83.6,1.6722,0.01576031
2640,OK,,193.846154,300.0544932,17.4219,160,123.6,160,62.5805426,0.007031676,6.75145192,0.037283275,7.99E-05,83.6,1.6722,0.037363173
2641,OK,,196.410256,139.97364,8.13,121,123.6,121,47.3265353,2.4428635,0.261568433,0.001680915,0.032511311,83.6,1.6722,0.034192226
2642,OK,,196.410256,139.97364,8.13,140.5,123.6,140.5,54.953539,0.035435384,3.09231004,0.018937749,0.000449871,83.6,1.6722,0.01938762
2643,OK,,196.410256,139.97364,8.13,160,123.6,160,62.5805426,0.000939725,10.8011347,0.061750021,1.09E-05,83.6,1.6722,0.061760909
2644,OK,,196.410256,144.0782773,8.36825385,121,123.6,121,47.3265353,2.49157575,0.257667232,0.001653328,0.033104487,83.6,1.6722,0.034757815
2645,OK,,196.410256,144.0782773,8.36825385,140.5,123.6,140.5,54.953539,0.037515847,3.01211195,0.018434086,0.000476429,83.6,1.6722,0.018910515
2646,OK,,196.410256,144.0782773,8.36825385,160,123.6,160,62.5805426,0.001763387,10.7266179,0.0612534,2.04E-05,83.6,1.6722,0.061273813
2647,OK,,196.410256,148.1829145,8.60650769,121,123.6,121,47.3265353,2.53881652,0.254001309,0.001627336,0.033677121,83.6,1.6722,0.035304457
2648,OK,,196.410256,148.1829145,8.60650769,140.5,123.6,140.5,54.953539,0.044197259,2.87299022,0.017565915,0.000560904,83.6,1.6722,0.018126819
2649,OK,,196.410256,148.1829145,8.60650769,160,123.6,160,62.5805426,0.001027946,10.6005283,0.060495061,1.19E-05,83.6,1.6722,0.060506959
2650,OK,,196.410256,152.2875518,8.84476154,121,123.6,121,47.3265353,2.59277098,0.24990965,0.001598669,0.03433245,83.6,1.6722,0.035931119
2651,OK,,196.410256,152.2875518,8.84476154,140.5,123.6,140.5,54.953539,0.048086519,2.78488287,0.017008762,0.000609853,83.6,1.6722,0.017618615
2652,OK,,196.410256,152.2875518,8.84476154,160,123.6,160,62.5805426,0.001093672,10.4881479,0.059804136,1.27E-05,83.6,1.6722,0.059816789
2653,OK,,196.410256,156.392189,9.08301538,121,123.6,121,47.3265353,2.63875816,0.246560778,0.001574864,0.034885307,83.6,1.6722,0.036460171
2654,OK,,196.410256,156.392189,9.08301538,140.5,123.6,140.5,54.953539,0.052256759,2.68939717,0.01640785,0.000662281,83.6,1.6722,0.017070132
2655,OK,,196.410256,156.392189,9.08301538,160,123.6,160,62.5805426,0.001142446,10.3992387,0.05923697,1.32E-05,83.6,1.6722,0.059250178
2656,OK,,196.410256,160.4968263,9.32126923,121,123.6,121,47.3265353,2.68549986,0.243245851,0.001551343,0.035445881,83.6,1.6722,0.036997225
2657,OK,,196.410256,160.4968263,9.32126923,140.5,123.6,140.5,54.953539,0.057668532,2.59711169,0.015827949,0.000730374,83.6,1.6722,0.016558323
2658,OK,,196.410256,160.4968263,9.32126923,160,123.6,160,62.5805426,0.001193262,10.3103547,0.058668935,1.38E-05,83.6,1.6722,0.058682719
2659,OK,,196.410256,164.6014636,9.55952308,121,123.6,121,47.3265353,2.73449875,0.23985407,0.001527397,0.036033068,83.6,1.6722,0.037560465
2660,OK,,196.410256,164.6014636,9.55952308,140.5,123.6,140.5,54.953539,0.064854998,2.48793327,0.015146932,0.000820819,83.6,1.6722,0.01596775
2661,OK,,196.410256,164.6014636,9.55952308,160,123.6,160,62.5805426,0.001267863,10.1867194,0.057931143,1.46E-05,83.6,1.6722,0.05794579
2662,OK,,196.410256,168.7061008,9.79777692,121,123.6,121,47.3265353,2.78436716,0.236499568,0.001503747,0.036628725,83.6,1.6722,0.038132472
2663,OK,,196.410256,168.7061008,9.79777692,140.5,123.6,140.5,54.953539,0.070490703,2.4158859,0.014691594,0.000891488,83.6,1.6722,0.015583082
2664,OK,,196.410256,168.7061008,9.79777692,160,123.6,160,62.5805426,0.00133705,10.0703673,0.057221385,1.54E-05,83.6,1.6722,0.057236824
2665,OK,,196.410256,172.8107386,10.0360308,121,123.6,121,47.3265353,2.8338706,0.233259647,0.001480903,0.03721832,83.6,1.6722,0.038699223
2666,OK,,196.410256,172.8107386,10.0360308,140.5,123.6,140.5,54.953539,0.078543564,2.3275402,0.014138933,0.000992596,83.6,1.6722,0.015131529
2667,OK,,196.410256,172.8107386,10.0360308,160,123.6,160,62.5805426,0.001408272,9.97353019,0.056613323,1.62E-05,83.6,1.6722,0.056629571
2668,OK,,196.410256,176.9153751,10.2742846,121,123.6,121,47.3265353,2.88038803,0.23031856,0.001460019,0.037767898,83.6,1.6722,0.039227917
2669,OK,,196.410256,176.9153751,10.2742846,140.5,123.6,140.5,54.953539,0.080135081,2.30888774,0.014007758,0.001011961,83.6,1.6722,0.015019719
2670,OK,,196.410256,176.9153751,10.2742846,160,123.6,160,62.5805426,0.001463817,9.89720137,0.056132172,1.69E-05,83.6,1.6722,0.056149056
2671,OK,,196.410256,181.0200133,10.5125385,121,123.6,121,47.3265353,2.93157901,0.227133578,0.001437654,0.038374993,83.6,1.6722,0.039812647
2672,OK,,196.410256,181.0200133,10.5125385,140.5,123.6,140.5,54.953539,0.096599153,2.16471093,0.013120597,0.001218889,83.6,1.6722,0.014339486
2673,OK,,196.410256,181.0200133,10.5125385,160,123.6,160,62.5805426,0.001572283,9.75197205,0.05526631,1.81E-05,83.6,1.6722,0.055284437
2674,OK,,196.410256,185.1246497,10.7507923,121,123.6,121,47.3265353,2.98060227,0.224181051,0.001416822,0.038952495,83.6,1.6722,0.040369317
2675,OK,,196.410256,185.1246497,10.7507923,140.5,123.6,140.5,54.953539,0.107347985,2.08376086,0.012615867,0.00135343,83.6,1.6722,0.013969298
2676,OK,,196.410256,185.1246497,10.7507923,160,123.6,160,62.5805426,0.001641876,9.66603152,0.054729146,1.89E-05,83.6,1.6722,0.054748067
2677,OK,,196.410256,189.2292879,10.9890462,121,123.6,121,47.3265353,3.03164589,0.221180218,0.001395737,0.039552843,83.6,1.6722,0.040948579
2678,OK,,196.410256,189.2292879,10.9890462,140.5,123.6,140.5,54.953539,0.119333915,2.0064427,0.012134057,0.001503296,83.6,1.6722,0.013637353
2679,OK,,196.410256,189.2292879,10.9890462,160,123.6,160,62.5805426,0.001741448,9.54925184,0.054022383,2.01E-05,83.6,1.6722,0.054042442
2680,OK,,196.410256,193.3339244,11.2273,121,123.6,121,47.3265353,3.07842558,0.218517553,0.001376863,0.040098941,83.6,1.6722,0.041475803
2681,OK,,196.410256,193.3339244,11.2273,140.5,123.6,140.5,54.953539,0.132571213,1.9309155,0.011664088,0.001668633,83.6,1.6722,0.013332721
2682,OK,,196.410256,193.3339244,11.2273,160,123.6,160,62.5805426,0.001898829,9.44978889,0.05341166,2.19E-05,83.6,1.6722,0.053433521
2683,OK,,196.410256,197.4385609,11.4655538,121,123.6,121,47.3265353,3.13035298,0.215614078,0.001356509,0.040706311,83.6,1.6722,0.04206282
2684,OK,,196.410256,197.4385609,11.4655538,140.5,123.6,140.5,54.953539,0.146715566,1.86036155,0.011225009,0.001845051,83.6,1.6722,0.01307006
2685,OK,,196.410256,197.4385609,11.4655538,160,123.6,160,62.5805426,0.001910889,9.36446493,0.052879508,2.20E-05,83.6,1.6722,0.052901496
2686,OK,,196.410256,201.5431991,11.7038077,121,123.6,121,47.3265353,3.17712986,0.213084933,0.001338587,0.04124875,83.6,1.6722,0.042587338
2687,OK,,196.410256,201.5431991,11.7038077,140.5,123.6,140.5,54.953539,0.164295813,1.78374383,0.010750509,0.002064234,83.6,1.6722,0.012814743
2688,OK,,196.410256,201.5431991,11.7038077,160,123.6,160,62.5805426,0.002047586,9.24767614,0.052175986,2.35E-05,83.6,1.6722,0.052199535
2689,OK,,196.410256,205.6478355,11.9420615,121,123.6,121,47.3265353,3.22611801,0.21049232,0.001320309,0.041816196,83.6,1.6722,0.043136505
2690,OK,,196.410256,205.6478355,11.9420615,140.5,123.6,140.5,54.953539,0.180259888,1.72283355,0.010371216,0.002262734,83.6,1.6722,0.01263395
2691,OK,,196.410256,205.6478355,11.9420615,160,123.6,160,62.5805426,0.002152014,9.12819547,0.051458659,2.47E-05,83.6,1.6722,0.051483398
2692,OK,,196.410256,209.7524737,12.1803154,121,123.6,121,47.3265353,3.2756409,0.20793379,0.001302295,0.042388203,83.6,1.6722,0.043690497
2693,OK,,196.410256,209.7524737,12.1803154,140.5,123.6,140.5,54.953539,0.199919689,1.65629378,0.009959038,0.002507072,83.6,1.6722,0.01246611
2694,OK,,196.410256,209.7524737,12.1803154,160,123.6,160,62.5805426,0.0022544,9.03565024,0.050889946,2.59E-05,83.6,1.6722,0.050915848
2695,OK,,196.410256,213.8571102,12.4185692,121,123.6,121,47.3265353,3.32560835,0.205415808,0.001284582,0.042963469,83.6,1.6722,0.044248051
2696,OK,,196.410256,213.8571102,12.4185692,140.5,123.6,140.5,54.953539,0.219616668,1.59735309,0.009593277,0.002751373,83.6,1.6722,0.012344649
2697,OK,,196.410256,213.8571102,12.4185692,160,123.6,160,62.5805426,0.002377299,8.93811585,0.050294754,2.73E-05,83.6,1.6722,0.050322054
2698,OK,,196.410256,217.9617484,12.6568231,121,123.6,121,47.3265353,3.37668083,0.202896127,0.001266914,0.043550794,83.6,1.6722,0.044817708
2699,OK,,196.410256,217.9617484,12.6568231,140.5,123.6,140.5,54.953539,0.241573214,1.53873319,0.009230236,0.003023364,83.6,1.6722,0.012253601
2700,OK,,196.410256,217.9617484,12.6568231,160,123.6,160,62.5805426,0.002556092,8.81917355,0.049582067,2.93E-05,83.6,1.6722,0.049611404
2701,OK,,196.410256,222.0663848,12.8950769,121,123.6,121,47.3265353,3.4248582,0.200584705,0.001250611,0.044101571,83.6,1.6722,0.045352182
2702,OK,,196.410256,222.0663848,12.8950769,140.5,123.6,140.5,54.953539,0.266084502,1.48039899,0.008869789,0.003326647,83.6,1.6722,0.012196436
2703,OK,,196.410256,222.0663848,12.8950769,160,123.6,160,62.5805426,0.002623109,8.74808319,0.0491255,3.01E-05,83.6,1.6722,0.04915558
2704,OK,,196.410256,226.171023,13.1333308,121,123.6,121,47.3265353,3.47408165,0.198277568,0.001234372,0.044662555,83.6,1.6722,0.045896927
2705,OK,,196.410256,226.171023,13.1333308,140.5,123.6,140.5,54.953539,0.288691127,1.43222941,0.008570773,0.003605532,83.6,1.6722,0.012176305
2706,OK,,196.410256,226.171023,13.1333308,160,123.6,160,62.5805426,0.002815145,8.61847797,0.048366303,3.23E-05,83.6,1.6722,0.048398583
2707,OK,,196.410256,230.2756595,13.3715846,121,123.6,121,47.3265353,3.52385733,0.195996868,0.001218343,0.045228364,83.6,1.6722,0.046446707
2708,OK,,196.410256,230.2756595,13.3715846,140.5,123.6,140.5,54.953539,0.316658466,1.37834259,0.008238354,0.003950384,83.6,1.6722,0.012188738
2709,OK,,196.410256,230.2756595,13.3715846,160,123.6,160,62.5805426,0.002986611,8.5046209,0.047686507,3.42E-05,83.6,1.6722,0.047720736
2710,OK,,196.410256,234.3802977,13.6098385,121,123.6,121,47.3265353,3.57240316,0.193828482,0.001203061,0.045777506,83.6,1.6722,0.046980567
2711,Errors,,196.410256,234.3802977,13.6098385,140.5,123.6,140.5,54.953539,0.201912873,1.67463671,0.009982,0.002522597,83.6,1.6722,0.012504598
2712,OK,,196.410256,234.3802977,13.6098385,160,123.6,160,62.5805426,0.003154081,8.40096502,0.047063859,3.61E-05,83.6,1.6722,0.04709999
2713,OK,,196.410256,238.4849341,13.8480923,121,123.6,121,47.3265353,3.62450078,0.191540549,0.00118707,0.046367289,83.6,1.6722,0.047554359
2714,OK,,196.410256,238.4849341,13.8480923,140.5,123.6,140.5,54.953539,0.371320362,1.28796795,0.0076793,0.004621926,83.6,1.6722,0.012301227
