HEATER2_output_T_SP,air2_SP,acidgas_Fm,AIRFLOW _x000D_ _x000D_ _x000D_ _x000D_ _x000D_ KMOL/HR _x000D_,ACIDGAS _x000D_ _x000D_ _x000D_ _x000D_ _x000D_ KMOL/HR _x000D_,H2S _x000D_ _x000D_ _x000D_ _x000D_ _x000D_ KMOL/HR _x000D_,SO2OUT _x000D_ _x000D_ _x000D_ _x000D_ _x000D_ KMOL/HR _x000D_,H2SOUT _x000D_ _x000D_ _x000D_ _x000D_ _x000D_ KMOL/HR _x000D_,B35_H2S,B35_SO2,acidgas_T,acidgas_P,Total_S
197.894737,10.5752368,153.842105,123.6,153.842105,60.1720151,0.004171199,7.26218456,0.042051883,4.95E-05,83.6,1.672195,0.042101364
197.894737,10.5752368,155.894737,123.6,155.894737,60.9748576,0.0030121,8.08619298,0.046485688,3.54E-05,83.6,1.672195,0.046521079
197.894737,10.5752368,157.947368,123.6,157.947368,61.7777001,0.002231408,8.90798507,0.050840105,2.60E-05,83.6,1.672195,0.050866074
197.894737,10.5752368,160,123.6,160,62.5805426,0.001924589,9.73262946,0.055143187,2.22E-05,83.6,1.672195,0.055165373
197.894737,11.0642842,121,123.6,121,47.3265353,3.04798685,0.226388476,0.001427902,0.039744593,83.6,1.672195,0.041172495
197.894737,11.0642842,123.052632,123.6,123.052632,48.1293778,2.66980931,0.265319747,0.00166746,0.034742526,83.6,1.672195,0.036409986
197.894737,11.0642842,125.105263,123.6,125.105263,48.9322203,2.29464455,0.314094331,0.001966667,0.029795977,83.6,1.672195,0.031762644
197.894737,11.0642842,127.157895,123.6,127.157895,49.7350628,1.92763367,0.37748674,0.002354459,0.024970727,83.6,1.672195,0.027325185
197.894737,11.0642842,129.210526,123.6,129.210526,50.5379053,1.57465536,0.456925481,0.002838455,0.020343001,83.6,1.672195,0.023181456
197.894737,11.0642842,131.263158,123.6,131.263158,51.3407478,1.22251867,0.565746843,0.00349974,0.015749416,83.6,1.672195,0.019249155
197.894737,11.0642842,133.315789,123.6,133.315789,52.1435902,0.89826036,0.714181579,0.00439841,0.011532814,83.6,1.672195,0.015931224
197.894737,11.0642842,135.368421,123.6,135.368421,52.9464327,0.603161429,0.925636255,0.005673827,0.007712924,83.6,1.672195,0.013386751
197.894737,11.0642842,137.421053,123.6,137.421053,53.7492752,0.356695942,1.24121404,0.007569231,0.004538397,83.6,1.672195,0.012107628
197.894737,11.0642842,139.473684,123.6,139.473684,54.5521177,0.185248483,1.69455859,0.01027549,0.00234174,83.6,1.672195,0.01261723
197.894737,11.0642842,141.526316,123.6,141.526316,55.3549602,0.08990714,2.3150703,0.013950661,0.001127482,83.6,1.672195,0.015078143
197.894737,11.0642842,143.578947,123.6,143.578947,56.1578027,0.047474754,3.03881851,0.018190781,0.000590034,83.6,1.672195,0.018780815
197.894737,11.0642842,145.631579,123.6,145.631579,56.9606452,0.026169627,3.80905229,0.022646086,0.000322215,83.6,1.672195,0.022968301
197.894737,11.0642842,147.684211,123.6,147.684211,57.7634877,0.015627881,4.62288475,0.027292195,0.000190587,83.6,1.672195,0.027482782
197.894737,11.0642842,149.736842,123.6,149.736842,58.5663301,0.010138999,5.41314254,0.031734652,0.00012247,83.6,1.672195,0.031857123
197.894737,11.0642842,151.789474,123.6,151.789474,59.3691726,0.006769276,6.23462338,0.03629092,8.10E-05,83.6,1.672195,0.036371905
197.894737,11.0642842,153.842105,123.6,153.842105,60.1720151,0.004863611,7.05035394,0.040746391,5.76E-05,83.6,1.672195,0.040804021
197.894737,11.0642842,155.894737,123.6,155.894737,60.9748576,0.00336749,7.88406499,0.045236852,3.95E-05,83.6,1.672195,0.045276376
197.894737,11.0642842,157.947368,123.6,157.947368,61.7777001,0.002491054,8.70063295,0.049564188,2.90E-05,83.6,1.672195,0.049593149
197.894737,11.0642842,160,123.6,160,62.5805426,0.001643342,9.80483228,0.05533027,1.89E-05,83.6,1.672195,0.055349149
197.894737,11.5533316,121,123.6,121,47.3265353,3.14011507,0.221163806,0.001390668,0.040814603,83.6,1.672195,0.042205271
197.894737,11.5533316,123.052632,123.6,123.052632,48.1293778,2.76810345,0.258097965,0.001617118,0.035902707,83.6,1.672195,0.037519825
197.894737,11.5533316,125.105263,123.6,125.105263,48.9322203,2.39504333,0.304354939,0.001899916,0.030996373,83.6,1.672195,0.032896288
197.894737,11.5533316,127.157895,123.6,127.157895,49.7350628,2.02654947,0.364481652,0.002266552,0.026166137,83.6,1.672195,0.028432689
197.894737,11.5533316,129.210526,123.6,129.210526,50.5379053,1.66493739,0.4403942,0.002727743,0.021442703,83.6,1.672195,0.024170446
197.894737,11.5533316,131.263158,123.6,131.263158,51.3407478,1.31406668,0.541321465,0.003338979,0.016876407,83.6,1.672195,0.020215386
197.894737,11.5533316,133.315789,123.6,133.315789,52.1435902,0.988316772,0.676264686,0.004153144,0.012650539,83.6,1.672195,0.016803683
197.894737,11.5533316,135.368421,123.6,135.368421,52.9464327,0.681134283,0.86987368,0.005317493,0.008685753,83.6,1.672195,0.014003246
197.894737,11.5533316,137.421053,123.6,137.421053,53.7492752,0.416070536,1.15918306,0.007050615,0.005281081,83.6,1.672195,0.012331696
197.894737,11.5533316,139.473684,123.6,139.473684,54.5521177,0.225361988,1.57069649,0.009501223,0.002843087,83.6,1.672195,0.01234431
197.894737,11.5533316,141.526316,123.6,141.526316,55.3549602,0.110228137,2.1446547,0.012894559,0.001380107,83.6,1.672195,0.014274666
197.894737,11.5533316,143.578947,123.6,143.578947,56.1578027,0.056518518,2.85250989,0.01703847,0.000701472,83.6,1.672195,0.017739941
197.894737,11.5533316,145.631579,123.6,145.631579,56.9606452,0.031276458,3.596624,0.02133785,0.000384558,83.6,1.672195,0.021722408
197.894737,11.5533316,147.684211,123.6,147.684211,57.7634877,0.018774225,4.38166179,0.025817268,0.000228686,83.6,1.672195,0.026045955
197.894737,11.5533316,149.736842,123.6,149.736842,58.5663301,0.011757689,5.20354512,0.030444965,0.000141859,83.6,1.672195,0.030586824
197.894737,11.5533316,151.789474,123.6,151.789474,59.3691726,0.007733954,6.02384602,0.034995456,9.24E-05,83.6,1.672195,0.035087879
197.894737,11.5533316,153.842105,123.6,153.842105,60.1720151,0.005135263,6.90914627,0.039833196,6.07E-05,83.6,1.672195,0.039893934
197.894737,11.5533316,155.894737,123.6,155.894737,60.9748576,0.003792036,7.67100076,0.043931774,4.45E-05,83.6,1.672195,0.043976234
197.894737,11.5533316,157.947368,123.6,157.947368,61.7777001,0.002801965,8.47793726,0.048207782,3.25E-05,83.6,1.672195,0.048240324
197.894737,11.5533316,160,123.6,160,62.5805426,0.002098733,9.3111223,0.052563605,2.41E-05,83.6,1.672195,0.05258775
197.894737,12.0423789,121,123.6,121,47.3265353,3.2476455,0.21529708,0.00134957,0.042065195,83.6,1.672195,0.043414765
197.894737,12.0423789,123.052632,123.6,123.052632,48.1293778,2.87011358,0.250998813,0.00156782,0.037100447,83.6,1.672195,0.038668267
197.894737,12.0423789,125.105263,123.6,125.105263,48.9322203,2.493334,0.295418721,0.001838559,0.032162515,83.6,1.672195,0.034001073
197.894737,12.0423789,127.157895,123.6,127.157895,49.7350628,2.12627931,0.350741208,0.002174582,0.027362966,83.6,1.672195,0.029537548
197.894737,12.0423789,129.210526,123.6,129.210526,50.5379053,1.76084014,0.424134277,0.002619299,0.022605289,83.6,1.672195,0.025224588
197.894737,12.0423789,131.263158,123.6,131.263158,51.3407478,1.40738806,0.518406836,0.003188387,0.018018378,83.6,1.672195,0.021206765
197.894737,12.0423789,133.315789,123.6,133.315789,52.1435902,1.07701507,0.643197516,0.003938908,0.013744344,83.6,1.672195,0.017683252
197.894737,12.0423789,135.368421,123.6,135.368421,52.9464327,0.756906494,0.822969789,0.005016973,0.00962538,83.6,1.672195,0.014642352
197.894737,12.0423789,137.421053,123.6,137.421053,53.7492752,0.486402443,1.07842429,0.006542218,0.006157702,83.6,1.672195,0.01269992
197.894737,12.0423789,139.473684,123.6,139.473684,54.5521177,0.272777648,1.45551508,0.008782746,0.003433864,83.6,1.672195,0.012216609
197.894737,12.0423789,141.526316,123.6,141.526316,55.3549602,0.136274015,1.98507939,0.011907724,0.001703287,83.6,1.672195,0.013611011
197.894737,12.0423789,143.578947,123.6,143.578947,56.1578027,0.06731669,2.66448385,0.015880814,0.000834319,83.6,1.672195,0.016715132
197.894737,12.0423789,145.631579,123.6,145.631579,56.9606452,0.036349587,3.42828338,0.020295788,0.00044641,83.6,1.672195,0.020742198
197.894737,12.0423789,147.684211,123.6,147.684211,57.7634877,0.021592377,4.19296733,0.024654138,0.000262699,83.6,1.672195,0.024916836
197.894737,12.0423789,149.736842,123.6,149.736842,58.5663301,0.013301061,5.02105454,0.029316197,0.000160289,83.6,1.672195,0.029476486
197.894737,12.0423789,151.789474,123.6,151.789474,59.3691726,0.008849909,5.80770273,0.033674035,0.000105641,83.6,1.672195,0.033779676
197.894737,12.0423789,153.842105,123.6,153.842105,60.1720151,0.006120501,6.61373104,0.038078156,7.24E-05,83.6,1.672195,0.038150525
197.894737,12.0423789,155.894737,123.6,155.894737,60.9748576,0.004312506,7.44234959,0.042543847,5.05E-05,83.6,1.672195,0.042594355
197.894737,12.0423789,157.947368,123.6,157.947368,61.7777001,0.003133941,8.26852666,0.046929345,3.64E-05,83.6,1.672195,0.046965704
197.894737,12.0423789,160,123.6,160,62.5805426,0.002340224,9.09044122,0.051225677,2.69E-05,83.6,1.672195,0.051252573
197.894737,12.5314263,121,123.6,121,47.3265353,3.35212099,0.209880923,0.001311554,0.043270524,83.6,1.672195,0.044582078
197.894737,12.5314263,123.052632,123.6,123.052632,48.1293778,2.96994705,0.244430888,0.001522141,0.038264021,83.6,1.672195,0.039786162
197.894737,12.5314263,125.105263,123.6,125.105263,48.9322203,2.59390954,0.286796193,0.001779508,0.033349402,83.6,1.672195,0.03512891
197.894737,12.5314263,127.157895,123.6,127.157895,49.7350628,2.21768675,0.340361226,0.00210398,0.02845087,83.6,1.672195,0.03055485
197.894737,12.5314263,129.210526,123.6,129.210526,50.5379053,1.85915704,0.40870821,0.00251661,0.023790581,83.6,1.672195,0.026307191
197.894737,12.5314263,131.263158,123.6,131.263158,51.3407478,1.50082765,0.497477121,0.003050823,0.019154872,83.6,1.672195,0.022205695
197.894737,12.5314263,133.315789,123.6,133.315789,52.1435902,1.1594219,0.615653414,0.003759573,0.014753123,83.6,1.672195,0.018512695
197.894737,12.5314263,135.368421,123.6,135.368421,52.9464327,0.841451651,0.777058409,0.004724048,0.010669577,83.6,1.672195,0.015393625
197.894737,12.5314263,137.421053,123.6,137.421053,53.7492752,0.556376195,1.01115815,0.006117919,0.007025264,83.6,1.672195,0.013143184
197.894737,12.5314263,139.473684,123.6,139.473684,54.5521177,0.32320196,1.35662783,0.008165522,0.004059661,83.6,1.672195,0.012225183
197.894737,12.5314263,141.526316,123.6,141.526316,55.3549602,0.166166743,1.8435303,0.011032736,0.002073205,83.6,1.672195,0.013105941
197.894737,12.5314263,143.578947,123.6,143.578947,56.1578027,0.083324895,2.47453527,0.014716729,0.001031189,83.6,1.672195,0.015747918
197.894737,12.5314263,145.631579,123.6,145.631579,56.9606452,0.043731737,3.22139732,0.019031318,0.000536378,83.6,1.672195,0.019567695
197.894737,12.5314263,147.684211,123.6,147.684211,57.7634877,0.02539509,3.99416719,0.023436721,0.000308587,83.6,1.672195,0.023745308
197.894737,12.5314263,149.736842,123.6,149.736842,58.5663301,0.015672249,4.79139426,0.02792092,0.000188649,83.6,1.672195,0.028109569
197.894737,12.5314263,151.789474,123.6,151.789474,59.3691726,0.010180001,5.60010274,0.032406211,0.00012138,83.6,1.672195,0.032527591
197.894737,12.5314263,153.842105,123.6,153.842105,60.1720151,0.006861612,6.42605158,0.036916853,8.10E-05,83.6,1.672195,0.036997861
197.894737,12.5314263,155.894737,123.6,155.894737,60.9748576,0.004949465,7.22372351,0.041216895,5.79E-05,83.6,1.672195,0.041274802
197.894737,12.5314263,157.947368,123.6,157.947368,61.7777001,0.003508051,8.05960226,0.045658295,4.07E-05,83.6,1.672195,0.045698952
197.894737,12.5314263,160,123.6,160,62.5805426,0.002616851,8.87165985,0.049902788,3.00E-05,83.6,1.672195,0.049932833
197.894737,13.0204737,121,123.6,121,47.3265353,3.45408237,0.204865873,0.00127627,0.044436899,83.6,1.672195,0.045713169
197.894737,13.0204737,123.052632,123.6,123.052632,48.1293778,3.07033211,0.238169118,0.001478626,0.039426208,83.6,1.672195,0.040904834
197.894737,13.0204737,125.105263,123.6,125.105263,48.9322203,2.69070719,0.27898074,0.001725803,0.034481236,83.6,1.672195,0.03620704
197.894737,13.0204737,127.157895,123.6,127.157895,49.7350628,2.31950185,0.32944783,0.002030433,0.029658728,83.6,1.672195,0.031689161
197.894737,13.0204737,129.210526,123.6,129.210526,50.5379053,1.95316255,0.395063445,0.002425454,0.024914876,83.6,1.672195,0.02734033
197.894737,13.0204737,131.263158,123.6,131.263158,51.3407478,1.59624101,0.477896895,0.002922259,0.020308485,83.6,1.672195,0.023230744
197.894737,13.0204737,133.315789,123.6,133.315789,52.1435902,1.251984,0.587892779,0.003579848,0.015882005,83.6,1.672195,0.019461853
197.894737,13.0204737,135.368421,123.6,135.368421,52.9464327,0.927867834,0.735887387,0.004461369,0.011730848,83.6,1.672195,0.016192216
197.894737,13.0204737,137.421053,123.6,137.421053,53.7492752,0.630076778,0.950696874,0.005736748,0.007934623,83.6,1.672195,0.013671371
197.894737,13.0204737,139.473684,123.6,139.473684,54.5521177,0.383221373,1.26052804,0.007567901,0.004802112,83.6,1.672195,0.012370013
197.894737,13.0204737,141.526316,123.6,141.526316,55.3549602,0.20588433,1.69954012,0.010147122,0.002563725,83.6,1.672195,0.012710846
197.894737,13.0204737,143.578947,123.6,143.578947,56.1578027,0.100858088,2.30849337,0.013698543,0.001246266,83.6,1.672195,0.014944809
197.894737,13.0204737,145.631579,123.6,145.631579,56.9606452,0.053303375,3.03061309,0.017866059,0.00065289,83.6,1.672195,0.018518949
197.894737,13.0204737,147.684211,123.6,147.684211,57.7634877,0.029914433,3.79098727,0.022198727,0.000363054,83.6,1.672195,0.022561781
197.894737,13.0204737,149.736842,123.6,149.736842,58.5663301,0.018191894,4.58631307,0.026671926,0.000218721,83.6,1.672195,0.026890646
197.894737,13.0204737,151.789474,123.6,151.789474,59.3691726,0.011783958,5.38188228,0.031082965,0.000140348,83.6,1.672195,0.031223313
197.894737,13.0204737,153.842105,123.6,153.842105,60.1720151,0.007848065,6.20836709,0.035604862,9.26E-05,83.6,1.672195,0.035697451
197.894737,13.0204737,155.894737,123.6,155.894737,60.9748576,0.005502554,7.0176122,0.039964331,6.43E-05,83.6,1.672195,0.040028639
197.894737,13.0204737,157.947368,123.6,157.947368,61.7777001,0.003958724,7.83780492,0.044320495,4.58E-05,83.6,1.672195,0.044366328
197.894737,13.0204737,160,123.6,160,62.5805426,0.002929841,8.65241285,0.048581459,3.36E-05,83.6,1.672195,0.048615063
197.894737,13.5095211,121,123.6,121,47.3265353,3.55516147,0.200133284,0.001242953,0.045584649,83.6,1.672195,0.046827602
197.894737,13.5095211,123.052632,123.6,123.052632,48.1293778,3.17104095,0.232192006,0.001437128,0.040584442,83.6,1.672195,0.04202157
197.894737,13.5095211,125.105263,123.6,125.105263,48.9322203,2.79085284,0.271348329,0.001673532,0.035647831,83.6,1.672195,0.037321363
197.894737,13.5095211,127.157895,123.6,127.157895,49.7350628,2.41970547,0.319399813,0.001962636,0.03083881,83.6,1.672195,0.032801446
197.894737,13.5095211,129.210526,123.6,129.210526,50.5379053,2.05225589,0.381640763,0.00233615,0.026094347,83.6,1.672195,0.028430497
197.894737,13.5095211,131.263158,123.6,131.263158,51.3407478,1.68980955,0.460257805,0.002806257,0.02143202,83.6,1.672195,0.024238277
197.894737,13.5095211,133.315789,123.6,133.315789,52.1435902,1.34337187,0.562828766,0.003417483,0.016989348,83.6,1.672195,0.020406831
197.894737,13.5095211,135.368421,123.6,135.368421,52.9464327,1.01042399,0.701045869,0.004238349,0.012737969,83.6,1.672195,0.016976318
197.894737,13.5095211,137.421053,123.6,137.421053,53.7492752,0.707519839,0.895928995,0.005391732,0.008885476,83.6,1.672195,0.014277207
197.894737,13.5095211,139.473684,123.6,139.473684,54.5521177,0.446627745,1.17697228,0.007048122,0.005582962,83.6,1.672195,0.012631084
197.894737,13.5095211,141.526316,123.6,141.526316,55.3549602,0.246106554,1.58530692,0.009442111,0.003058456,83.6,1.672195,0.012500567
197.894737,13.5095211,143.578947,123.6,143.578947,56.1578027,0.123913367,2.14337556,0.012690188,0.001528653,83.6,1.672195,0.014218841
197.894737,13.5095211,145.631579,123.6,145.631579,56.9606452,0.063481407,2.83225363,0.016661419,0.0007765,83.6,1.672195,0.017437918
197.894737,13.5095211,147.684211,123.6,147.684211,57.7634877,0.032920505,3.67932803,0.021495289,0.000399008,83.6,1.672195,0.021894297
197.894737,13.5095211,149.736842,123.6,149.736842,58.5663301,0.021451913,4.38205138,0.025427971,0.00025758,83.6,1.672195,0.025685551
197.894737,13.5095211,151.789474,123.6,151.789474,59.3691726,0.013572504,5.18787101,0.029897755,0.000161448,83.6,1.672195,0.030059202
197.894737,13.5095211,153.842105,123.6,153.842105,60.1720151,0.009074571,5.98938665,0.034279029,0.000106933,83.6,1.672195,0.034385963
197.894737,13.5095211,155.894737,123.6,155.894737,60.9748576,0.006287885,6.80000358,0.038649076,7.34E-05,83.6,1.672195,0.03872248
197.894737,13.5095211,157.947368,123.6,157.947368,61.7777001,0.004417898,7.64740253,0.043157804,5.11E-05,83.6,1.672195,0.043208895
197.894737,13.5095211,160,123.6,160,62.5805426,0.003284693,8.44134963,0.047305512,3.76E-05,83.6,1.672195,0.047343142
197.894737,13.9985684,121,123.6,121,47.3265353,3.65738189,0.195565187,0.001210852,0.046738502,83.6,1.672195,0.047949353
197.894737,13.9985684,123.052632,123.6,123.052632,48.1293778,3.27516033,0.226302288,0.001396404,0.041776061,83.6,1.672195,0.043172465
197.894737,13.9985684,125.105263,123.6,125.105263,48.9322203,2.89281849,0.263978044,0.00162317,0.036828019,83.6,1.672195,0.038451189
197.894737,13.9985684,127.157895,123.6,127.157895,49.7350628,2.51853283,0.310094998,0.001899794,0.031994527,83.6,1.672195,0.033894321
197.894737,13.9985684,129.210526,123.6,129.210526,50.5379053,2.14796364,0.36804604,0.002246331,0.027224984,83.6,1.672195,0.029471315
197.894737,13.9985684,131.263158,123.6,131.263158,51.3407478,1.78574226,0.443536194,0.002696474,0.022577555,83.6,1.672195,0.025274029
197.894737,13.9985684,133.315789,123.6,133.315789,52.1435902,1.43556272,0.53980248,0.003268345,0.018099825,83.6,1.672195,0.02136817
197.894737,13.9985684,135.368421,123.6,135.368421,52.9464327,1.0988588,0.667570308,0.00402473,0.013811828,83.6,1.672195,0.017836558
197.894737,13.9985684,137.421053,123.6,137.421053,53.7492752,0.787054398,0.846993774,0.005083467,0.009856932,83.6,1.672195,0.014940399
197.894737,13.9985684,139.473684,123.6,139.473684,54.5521177,0.514530878,1.1020328,0.006582264,0.006415533,83.6,1.672195,0.012997797
197.894737,13.9985684,141.526316,123.6,141.526316,55.3549602,0.290953001,1.48250239,0.008808103,0.003608248,83.6,1.672195,0.012416351
197.894737,13.9985684,143.578947,123.6,143.578947,56.1578027,0.151679579,1.98959505,0.011752874,0.001867974,83.6,1.672195,0.013620849
197.894737,13.9985684,145.631579,123.6,145.631579,56.9606452,0.077510458,2.65834078,0.015600776,0.000946603,83.6,1.672195,0.016547379
197.894737,13.9985684,147.684211,123.6,147.684211,57.7634877,0.042606576,3.39617986,0.019800344,0.000515713,83.6,1.672195,0.020316057
197.894737,13.9985684,149.736842,123.6,149.736842,58.5663301,0.025123415,4.176188,0.024184737,0.000301306,83.6,1.672195,0.024486043
197.894737,13.9985684,151.789474,123.6,151.789474,59.3691726,0.015500886,4.99460538,0.028722622,0.00018412,83.6,1.672195,0.028906742
197.894737,13.9985684,153.842105,123.6,153.842105,60.1720151,0.010000788,5.83726913,0.033338407,0.000117707,83.6,1.672195,0.033456114
197.894737,13.9985684,155.894737,123.6,155.894737,60.9748576,0.007010025,6.61685528,0.037533665,8.17E-05,83.6,1.672195,0.037615408
197.894737,13.9985684,157.947368,123.6,157.947368,61.7777001,0.003412952,7.41498312,0.041769965,3.94E-05,83.6,1.672195,0.041809393
197.894737,13.9985684,160,123.6,160,62.5805426,0.003649118,8.24236033,0.046106326,4.18E-05,83.6,1.672195,0.046148092
197.894737,14.4876158,121,123.6,121,47.3265353,3.74645321,0.1918059,0.001183978,0.047728113,83.6,1.672195,0.048912091
197.894737,14.4876158,123.052632,123.6,123.052632,48.1293778,3.37455789,0.220976813,0.001359408,0.042903028,83.6,1.672195,0.044262436
197.894737,14.4876158,125.105263,123.6,125.105263,48.9322203,2.99440013,0.257021911,0.001575642,0.037995613,83.6,1.672195,0.039571256
197.894737,14.4876158,127.157895,123.6,127.157895,49.7350628,2.6167032,0.301392236,0.001840992,0.033134671,83.6,1.672195,0.034975664
197.894737,14.4876158,129.210526,123.6,129.210526,50.5379053,2.24508552,0.356602479,0.0021701,0.02836546,83.6,1.672195,0.03053556
197.894737,14.4876158,131.263158,123.6,131.263158,51.3407478,1.8822364,0.427964974,0.002594273,0.023722602,83.6,1.672195,0.026316876
197.894737,14.4876158,133.315789,123.6,133.315789,52.1435902,1.52913633,0.518425355,0.003129972,0.019220323,83.6,1.672195,0.022350295
197.894737,14.4876158,135.368421,123.6,135.368421,52.9464327,1.18731137,0.637503571,0.003832738,0.014879435,83.6,1.672195,0.018712173
197.894737,14.4876158,137.421053,123.6,137.421053,53.7492752,0.872414583,0.800932667,0.004793956,0.010894599,83.6,1.672195,0.015688555
197.894737,14.4876158,139.473684,123.6,139.473684,54.5521177,0.584690013,1.03631647,0.006173562,0.007271584,83.6,1.672195,0.013445146
197.894737,14.4876158,141.526316,123.6,141.526316,55.3549602,0.343737289,1.38296205,0.008196345,0.004253387,83.6,1.672195,0.012449732
197.894737,14.4876158,143.578947,123.6,143.578947,56.1578027,0.184307394,1.86090159,0.010964317,0.002265326,83.6,1.672195,0.013229643
197.894737,14.4876158,145.631579,123.6,145.631579,56.9606452,0.094846993,2.47566563,0.014497343,0.001156597,83.6,1.672195,0.015653941
197.894737,14.4876158,147.684211,123.6,147.684211,57.7634877,0.050231657,3.20947668,0.018672582,0.000607216,83.6,1.672195,0.019279797
197.894737,14.4876158,149.736842,123.6,149.736842,58.5663301,0.029262759,3.98180284,0.023011934,0.000350523,83.6,1.672195,0.023362457
197.894737,14.4876158,151.789474,123.6,151.789474,59.3691726,0.017627333,4.81074806,0.02760336,0.000209032,83.6,1.672195,0.027812392
197.894737,14.4876158,153.842105,123.6,153.842105,60.1720151,0.011690485,5.59510335,0.031896847,0.000137451,83.6,1.672195,0.032034298
197.894737,14.4876158,155.894737,123.6,155.894737,60.9748576,0.00809936,6.37486326,0.036095546,9.43E-05,83.6,1.672195,0.036189893
197.894737,14.4876158,157.947368,123.6,157.947368,61.7777001,0.005656801,7.20427672,0.040508086,6.53E-05,83.6,1.672195,0.040573368
197.894737,14.4876158,160,123.6,160,62.5805426,0.004117016,8.01514568,0.044755182,4.71E-05,83.6,1.672195,0.044802256
197.894737,14.9766632,121,123.6,121,47.3265353,3.86334159,0.186969408,0.001150541,0.049040578,83.6,1.672195,0.050191119
197.894737,14.9766632,123.052632,123.6,123.052632,48.1293778,3.47552624,0.215815214,0.00132363,0.044041276,83.6,1.672195,0.045364906
197.894737,14.9766632,125.105263,123.6,125.105263,48.9322203,3.093543,0.250585602,0.001531579,0.039126314,83.6,1.672195,0.040657893
197.894737,14.9766632,127.157895,123.6,127.157895,49.7350628,2.719099,0.292805565,0.00178322,0.03431824,83.6,1.672195,0.03610146
197.894737,14.9766632,129.210526,123.6,129.210526,50.5379053,2.34305018,0.345776435,0.002098046,0.029508829,83.6,1.672195,0.031606875
197.894737,14.9766632,131.263158,123.6,131.263158,51.3407478,1.97812374,0.413597398,0.002499925,0.02485304,83.6,1.672195,0.027352965
197.894737,14.9766632,133.315789,123.6,133.315789,52.1435902,1.62481872,0.498356211,0.003000224,0.020359579,83.6,1.672195,0.023359804
197.894737,14.9766632,135.368421,123.6,135.368421,52.9464327,1.27718116,0.609836323,0.003656151,0.015958004,83.6,1.672195,0.019614155
197.894737,14.9766632,137.421053,123.6,137.421053,53.7492752,0.953707202,0.762240033,0.004549933,0.011876395,83.6,1.672195,0.016426328
197.894737,14.9766632,139.473684,123.6,139.473684,54.5521177,0.655971766,0.978814462,0.005815651,0.008136934,83.6,1.672195,0.013952585
197.894737,14.9766632,141.526316,123.6,141.526316,55.3549602,0.411890063,1.28552217,0.00759806,0.005083389,83.6,1.672195,0.012681449
197.894737,14.9766632,143.578947,123.6,143.578947,56.1578027,0.227174942,1.7215362,0.010119526,0.002786653,83.6,1.672195,0.012906179
197.894737,14.9766632,145.631579,123.6,145.631579,56.9606452,0.11548283,2.30354978,0.01345995,0.001406047,83.6,1.672195,0.014865997
197.894737,14.9766632,147.684211,123.6,147.684211,57.7634877,0.061110981,3.01645404,0.017512994,0.000737733,83.6,1.672195,0.018250726
197.894737,14.9766632,149.736842,123.6,149.736842,58.5663301,0.034204866,3.78605733,0.02183602,0.000409218,83.6,1.672195,0.022245239
197.894737,14.9766632,151.789474,123.6,151.789474,59.3691726,0.021145936,4.55853193,0.026116095,0.000250668,83.6,1.672195,0.026366763
197.894737,14.9766632,153.842105,123.6,153.842105,60.1720151,0.013632037,5.35940145,0.030496194,0.000160104,83.6,1.672195,0.030656299
197.894737,14.9766632,155.894737,123.6,155.894737,60.9748576,0.00909059,6.18349722,0.034943474,0.000105776,83.6,1.672195,0.03504925
197.894737,14.9766632,157.947368,123.6,157.947368,61.7777001,0.006391281,6.98981303,0.039229122,7.37E-05,83.6,1.672195,0.039302803
197.894737,14.9766632,160,123.6,160,62.5805426,0.004613505,7.80350683,0.043493405,5.27E-05,83.6,1.672195,0.043546101
197.894737,15.4657105,121,123.6,121,47.3265353,3.9647041,0.183023684,0.001122819,0.050160866,83.6,1.672195,0.051283685
197.894737,15.4657105,123.052632,123.6,123.052632,48.1293778,3.57709206,0.210863272,0.001289342,0.045178906,83.6,1.672195,0.046468248
197.894737,15.4657105,125.105263,123.6,125.105263,48.9322203,3.19553886,0.244284536,0.001488584,0.040283448,83.6,1.672195,0.041772033
197.894737,15.4657105,127.157895,123.6,127.157895,49.7350628,2.8115273,0.285521953,0.001733733,0.035374645,83.6,1.672195,0.037108378
197.894737,15.4657105,129.210526,123.6,129.210526,50.5379053,2.4479527,0.334852549,0.002025777,0.030727571,83.6,1.672195,0.032753348
197.894737,15.4657105,131.263158,123.6,131.263158,51.3407478,2.07548964,0.399997765,0.002410724,0.025994121,83.6,1.672195,0.028404845
197.894737,15.4657105,133.315789,123.6,133.315789,52.1435902,1.71530747,0.48091177,0.002886962,0.021428551,83.6,1.672195,0.024315513
197.894737,15.4657105,135.368421,123.6,135.368421,52.9464327,1.37532929,0.582424102,0.003482001,0.017130749,83.6,1.672195,0.02061275
197.894737,15.4657105,137.421053,123.6,137.421053,53.7492752,1.03665052,0.726932028,0.004327315,0.01287273,83.6,1.672195,0.017200045
197.894737,15.4657105,139.473684,123.6,139.473684,54.5521177,0.736599524,0.927705657,0.0054961,0.009110685,83.6,1.672195,0.014606785
197.894737,15.4657105,141.526316,123.6,141.526316,55.3549602,0.474007324,1.20667757,0.007113956,0.005836014,83.6,1.672195,0.012949971
197.894737,15.4657105,143.578947,123.6,143.578947,56.1578027,0.271962972,1.60345591,0.009402935,0.003329261,83.6,1.672195,0.012732195
